GO.ID,Term,Annotated,Significant,Expected,classic
GO:0051480,regulation of cytosolic calcium ion conc...,479,7,1.32,0.00036
GO:0046348,amino sugar catabolic process,52,3,0.14,0.00041
GO:0051216,cartilage development,226,5,0.62,0.00041
GO:0070265,necrotic cell death,126,4,0.35,0.00042
GO:0007043,cell-cell junction assembly,228,5,0.63,0.00043
GO:0046785,microtubule polymerization,229,5,0.63,0.00044
GO:0010977,negative regulation of neuron projection...,230,5,0.63,0.00045
GO:1902532,negative regulation of intracellular sig...,825,9,2.28,0.00045
GO:0030205,dermatan sulfate metabolic process,12,2,0.03,0.00049
GO:0060831,smoothened signaling pathway involved in...,12,2,0.03,0.00049
GO:0010955,negative regulation of protein processin...,132,4,0.36,0.00050
GO:1903318,negative regulation of protein maturatio...,132,4,0.36,0.00050
GO:0009409,response to cold,56,3,0.15,0.00051
GO:0050655,dermatan sulfate proteoglycan metabolic ...,13,2,0.04,0.00058
GO:0070162,adiponectin secretion,13,2,0.04,0.00058
GO:0070163,regulation of adiponectin secretion,13,2,0.04,0.00058
GO:0070165,positive regulation of adiponectin secre...,13,2,0.04,0.00058
GO:0030072,peptide hormone secretion,382,6,1.05,0.00067
GO:0009966,regulation of signal transduction,4178,23,11.53,0.00071
GO:0030308,negative regulation of cell growth,145,4,0.4,0.00071
GO:0051129,negative regulation of cellular componen...,1076,10,2.97,0.00075
GO:0002790,peptide secretion,394,6,1.09,0.00078
GO:0046683,response to organophosphorus,264,5,0.73,0.00083
GO:0062207,regulation of pattern recognition recept...,152,4,0.42,0.00084
GO:1901606,alpha-amino acid catabolic process,152,4,0.42,0.00084
GO:1901071,glucosamine-containing compound metaboli...,68,3,0.19,0.00089
GO:0006816,calcium ion transport,559,7,1.54,0.00090
GO:0061448,connective tissue development,272,5,0.75,0.00095
GO:0048583,regulation of response to stimulus,5406,27,14.92,0.00097
GO:0035356,cellular triglyceride homeostasis,17,2,0.05,0.00100
GO:0070613,regulation of protein processing,159,4,0.44,0.00100
GO:0033500,carbohydrate homeostasis,275,5,0.76,0.00100
GO:0042593,glucose homeostasis,275,5,0.76,0.00100
GO:1901575,organic substance catabolic process,2960,18,8.17,0.00102
GO:0038061,NIK/NF-kappaB signaling,160,4,0.44,0.00102
GO:1903317,regulation of protein maturation,162,4,0.45,0.00107
GO:0022408,negative regulation of cell-cell adhesio...,280,5,0.77,0.00108
GO:0015833,peptide transport,420,6,1.16,0.00109
GO:0051301,cell division,1551,12,4.28,0.00109
GO:0080134,regulation of response to stress,1776,13,4.9,0.00111
GO:0071638,negative regulation of monocyte chemotac...,18,2,0.05,0.00112
GO:0006022,aminoglycan metabolic process,285,5,0.79,0.00117
GO:0002682,regulation of immune system process,1569,12,4.33,0.00121
GO:0060348,bone development,429,6,1.18,0.00121
GO:0000272,polysaccharide catabolic process,76,3,0.21,0.00123
GO:0030522,intracellular receptor signaling pathway,289,5,0.8,0.00124
GO:0009063,cellular amino acid catabolic process,169,4,0.47,0.00125
GO:0050775,positive regulation of dendrite morphoge...,77,3,0.21,0.00128
GO:0072593,reactive oxygen species metabolic proces...,291,5,0.8,0.00128
GO:0062197,cellular response to chemical stress,434,6,1.2,0.00129
GO:0031345,negative regulation of cell projection o...,293,5,0.81,0.00132
GO:0006790,sulfur compound metabolic process,438,6,1.21,0.00135
GO:0043652,engulfment of apoptotic cell,174,4,0.48,0.00139
GO:0051240,positive regulation of multicellular org...,1382,11,3.81,0.00143
GO:0014719,skeletal muscle satellite cell activatio...,177,4,0.49,0.00148
GO:0009056,catabolic process,3592,20,9.91,0.00151
GO:0021904,dorsal/ventral neural tube patterning,21,2,0.06,0.00153
GO:0070327,thyroid hormone transport,21,2,0.06,0.00153
GO:0031398,positive regulation of protein ubiquitin...,179,4,0.49,0.00154
GO:0014841,skeletal muscle satellite cell prolifera...,181,4,0.5,0.00161
GO:0010243,response to organonitrogen compound,1403,11,3.87,0.00161
GO:0042886,amide transport,455,6,1.26,0.00164
GO:2000377,regulation of reactive oxygen species me...,182,4,0.5,0.00164
GO:0061001,regulation of dendritic spine morphogene...,84,3,0.23,0.00164
GO:0046328,regulation of JNK cascade,308,5,0.85,0.00165
GO:0051093,negative regulation of developmental pro...,1198,10,3.31,0.00168
GO:0060999,positive regulation of dendritic spine d...,85,3,0.23,0.00170
GO:0014816,skeletal muscle satellite cell different...,184,4,0.51,0.00171
GO:0014856,skeletal muscle cell proliferation,184,4,0.51,0.00171
GO:0071356,cellular response to tumor necrosis fact...,188,4,0.52,0.00185
GO:0051291,protein heterooligomerization,189,4,0.52,0.00188
GO:0045216,cell-cell junction organization,319,5,0.88,0.00192
GO:0006874,cellular calcium ion homeostasis,640,7,1.77,0.00196
GO:0031327,negative regulation of cellular biosynth...,1672,12,4.61,0.00206
GO:0071214,cellular response to abiotic stimulus,478,6,1.32,0.00210
GO:0104004,cellular response to environmental stimu...,478,6,1.32,0.00210
GO:0010975,regulation of neuron projection developm...,834,8,2.3,0.00213
GO:0050714,positive regulation of protein secretion,196,4,0.54,0.00215
GO:0055085,transmembrane transport,1682,12,4.64,0.00217
GO:0099175,regulation of postsynapse organization,93,3,0.26,0.00220
GO:0043277,apoptotic cell clearance,198,4,0.55,0.00223
GO:0009890,negative regulation of biosynthetic proc...,1689,12,4.66,0.00224
GO:0055074,calcium ion homeostasis,660,7,1.82,0.00233
GO:0006040,amino sugar metabolic process,95,3,0.26,0.00233
GO:0060997,dendritic spine morphogenesis,95,3,0.26,0.00233
GO:0030207,chondroitin sulfate catabolic process,26,2,0.07,0.00234
GO:0045721,negative regulation of gluconeogenesis,26,2,0.07,0.00234
GO:0045088,regulation of innate immune response,335,5,0.92,0.00237
GO:0098662,inorganic cation transmembrane transport,854,8,2.36,0.00247
GO:0001890,placenta development,205,4,0.57,0.00253
GO:0032103,positive regulation of response to exter...,497,6,1.37,0.00255
GO:0006911,phagocytosis, engulfment,207,4,0.57,0.00262
GO:1903322,positive regulation of protein modificat...,207,4,0.57,0.00262
GO:0051259,protein complex oligomerization,863,8,2.38,0.00263
GO:0097194,execution phase of apoptosis,208,4,0.57,0.00266
GO:0072503,cellular divalent inorganic cation homeo...,677,7,1.87,0.00268
GO:0032682,negative regulation of chemokine product...,28,2,0.08,0.00271
GO:0045917,positive regulation of complement activa...,1,1,0,0.00276
GO:0043154,negative regulation of cysteine-type end...,212,4,0.58,0.00285
GO:0032872,regulation of stress-activated MAPK casc...,351,5,0.97,0.00290
GO:0070302,regulation of stress-activated protein k...,351,5,0.97,0.00290
GO:2000117,negative regulation of cysteine-type end...,213,4,0.59,0.00290
GO:0048523,negative regulation of cellular process,6127,28,16.91,0.00301
GO:1901698,response to nitrogen compound,1527,11,4.21,0.00311
GO:0030206,chondroitin sulfate biosynthetic process,31,2,0.09,0.00332
GO:0048584,positive regulation of response to stimu...,2518,15,6.95,0.00346
GO:0002224,toll-like receptor signaling pathway,224,4,0.62,0.00347
GO:0099024,plasma membrane invagination,224,4,0.62,0.00347
GO:0014855,striated muscle cell proliferation,226,4,0.62,0.00358
GO:0043123,positive regulation of I-kappaB kinase/N...,227,4,0.63,0.00364
GO:0022411,cellular component disassembly,716,7,1.98,0.00365
GO:0098655,cation transmembrane transport,911,8,2.51,0.00365
GO:0006909,phagocytosis,535,6,1.48,0.00365
GO:0048585,negative regulation of response to stimu...,2035,13,5.62,0.00368
GO:0060998,regulation of dendritic spine developmen...,113,3,0.31,0.00381
GO:0055082,cellular chemical homeostasis,1126,9,3.11,0.00384
GO:0035914,skeletal muscle cell differentiation,231,4,0.64,0.00387
GO:0032984,protein-containing complex disassembly,377,5,1.04,0.00393
GO:0051591,response to cAMP,232,4,0.64,0.00393
GO:0010324,membrane invagination,233,4,0.64,0.00399
GO:0097061,dendritic spine organization,115,3,0.32,0.00400
GO:0106027,neuron projection organization,115,3,0.32,0.00400
GO:1990542,mitochondrial transmembrane transport,115,3,0.32,0.00400
GO:0050650,chondroitin sulfate proteoglycan biosynt...,35,2,0.1,0.00422
GO:0120035,regulation of plasma membrane bounded ce...,1366,10,3.77,0.00431
GO:0031344,regulation of cell projection organizati...,1368,10,3.77,0.00435
GO:0016485,protein processing,387,5,1.07,0.00439
GO:0009057,macromolecule catabolic process,1599,11,4.41,0.00441
GO:0006111,regulation of gluconeogenesis,36,2,0.1,0.00446
GO:0002684,positive regulation of immune system pro...,942,8,2.6,0.00446
GO:1902905,positive regulation of supramolecular fi...,389,5,1.07,0.00448
GO:0098660,inorganic ion transmembrane transport,943,8,2.6,0.00449
GO:0031396,regulation of protein ubiquitination,243,4,0.67,0.00463
GO:0031324,negative regulation of cellular metaboli...,2859,16,7.89,0.00464
GO:0034612,response to tumor necrosis factor,245,4,0.68,0.00477
GO:0043252,sodium-independent organic anion transpo...,38,2,0.1,0.00496
GO:0055090,acylglycerol homeostasis,38,2,0.1,0.00496
GO:0070328,triglyceride homeostasis,38,2,0.1,0.00496
GO:0007254,JNK cascade,399,5,1.1,0.00499
GO:0045471,response to ethanol,250,4,0.69,0.00512
GO:0009991,response to extracellular stimulus,575,6,1.59,0.00518
GO:0072507,divalent inorganic cation homeostasis,765,7,2.11,0.00522
GO:1901136,carbohydrate derivative catabolic proces...,405,5,1.12,0.00531
GO:0007162,negative regulation of cell adhesion,407,5,1.12,0.00542
GO:0032868,response to insulin,408,5,1.13,0.00547
GO:0051607,defense response to virus,412,5,1.14,0.00570
GO:0140546,defense response to symbiont,412,5,1.14,0.00570
GO:0019221,cytokine-mediated signaling pathway,258,4,0.71,0.00572
GO:0045926,negative regulation of growth,258,4,0.71,0.00572
GO:0032092,positive regulation of protein binding,131,3,0.36,0.00575
GO:0006875,cellular metal ion homeostasis,786,7,2.17,0.00603
GO:0032963,collagen metabolic process,134,3,0.37,0.00612
GO:0051493,regulation of cytoskeleton organization,997,8,2.75,0.00623
GO:0048814,regulation of dendrite morphogenesis,139,3,0.38,0.00677
GO:0009968,negative regulation of signal transducti...,1702,11,4.7,0.00697
GO:0009150,purine ribonucleotide metabolic process,811,7,2.24,0.00712
GO:1903320,regulation of protein modification by sm...,275,4,0.76,0.00714
GO:0042180,cellular ketone metabolic process,277,4,0.76,0.00732
GO:0048641,regulation of skeletal muscle tissue dev...,144,3,0.4,0.00746
GO:0060986,endocrine hormone secretion,47,2,0.13,0.00750
GO:0051604,protein maturation,443,5,1.22,0.00768
GO:0019439,aromatic compound catabolic process,626,6,1.73,0.00773
GO:0051128,regulation of cellular component organiz...,3850,19,10.62,0.00774
GO:0034330,cell junction organization,1257,9,3.47,0.00775
GO:0008283,cell population proliferation,3027,16,8.35,0.00798
GO:0043122,regulation of I-kappaB kinase/NF-kappaB ...,285,4,0.79,0.00807
GO:0046887,positive regulation of hormone secretion,149,3,0.41,0.00819
GO:0009259,ribonucleotide metabolic process,834,7,2.3,0.00824
GO:0019693,ribose phosphate metabolic process,834,7,2.3,0.00824
GO:1902296,DNA strand elongation involved in cell c...,3,1,0.01,0.00826
GO:1902319,DNA strand elongation involved in nuclea...,3,1,0.01,0.00826
GO:1902983,DNA strand elongation involved in mitoti...,3,1,0.01,0.00826
GO:1903469,removal of RNA primer involved in mitoti...,3,1,0.01,0.00826
GO:1905465,regulation of G-quadruplex DNA unwinding,3,1,0.01,0.00826
GO:1905467,positive regulation of G-quadruplex DNA ...,3,1,0.01,0.00826
GO:0010770,positive regulation of cell morphogenesi...,150,3,0.41,0.00834
GO:0051403,stress-activated MAPK cascade,454,5,1.25,0.00849
GO:0071345,cellular response to cytokine stimulus,455,5,1.26,0.00856
GO:0035556,intracellular signal transduction,4468,21,12.33,0.00863
GO:0043654,recognition of apoptotic cell,152,3,0.42,0.00865
GO:0060996,dendritic spine development,152,3,0.42,0.00865
GO:0016579,protein deubiquitination,291,4,0.8,0.00867
GO:0050878,regulation of body fluid levels,457,5,1.26,0.00872
GO:0090263,positive regulation of canonical Wnt sig...,153,3,0.42,0.00881
GO:0010605,negative regulation of macromolecule met...,3072,16,8.48,0.00914
