"","GOID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim"
"20","GO:0070373",0.0211670740332518,0.99716206324305,3,57,"negative regulation of ERK1 and ERK2 cascade","BP","signal transduction"
"21","GO:0001568",0.0229820284691238,0.998352867267578,2,35,"blood vessel development","BP","developmental processes"
"22","GO:0050728",0.0233550150615497,0.996739764946294,3,63,"negative regulation of inflammatory response","BP","stress response"
"23","GO:0042632",0.0252816380766266,0.998114318020766,2,28,"cholesterol homeostasis","BP","other biological processes"
"24","GO:0006986",0.0272337408366615,0.997890631670667,2,27,"response to unfolded protein","BP","stress response"
"25","GO:0050908",0.0276198624043037,0.999681326741905,1,6,"detection of light stimulus involved in visual perception","BP","other biological processes"
"26","GO:0055016",0.0281464755632422,0.999668989248838,1,6,"hypochord development","BP","developmental processes"
"27","GO:0001840",0.0281464755632422,0.999668989248838,1,6,"neural plate development","BP","developmental processes"
"28","GO:0048337",0.0281464755632422,0.999668989248838,1,6,"positive regulation of mesodermal cell fate specification","BP","developmental processes"
"29","GO:0042663",0.0281464755632422,0.999668989248838,1,6,"regulation of endodermal cell fate specification","BP","other biological processes"
"30","GO:0021523",0.0281464755632422,0.999668989248838,1,6,"somatic motor neuron differentiation","BP","developmental processes"
"31","GO:0021531",0.0281464755632422,0.999668989248838,1,6,"spinal cord radial glial cell differentiation","BP","developmental processes"
"32","GO:0010977",0.0298468656507852,0.997550293115866,2,32,"negative regulation of neuron projection development","BP","cell organization and biogenesis"
"33","GO:0048333",0.0321243036742296,0.99956812958639,1,6,"mesodermal cell differentiation","BP","developmental processes"
"34","GO:0006796",0.0371937063904701,0.999419890984966,1,6,"phosphate-containing compound metabolic process","BP","other metabolic processes"
"35","GO:0007161",0.0380229635412999,0.999376397708994,1,7,"calcium-independent cell-matrix adhesion","BP","cell adhesion"
"36","GO:0070050",0.0382228293590291,0.999369774913128,1,7,"neuron cellular homeostasis","BP","other biological processes"
"37","GO:0048671",0.0390752245257645,0.999359229016875,1,6,"negative regulation of collateral sprouting","BP","cell organization and biogenesis"
"38","GO:0060279",0.0393407768679343,0.999332075241102,1,7,"positive regulation of ovulation","BP","other biological processes"
"39","GO:0031408",0.0407417446702958,0.999283260538902,1,7,"oxylipin biosynthetic process","BP","other metabolic processes"
"40","GO:0001525",0.0409424686292611,0.990322900397891,4,157,"angiogenesis","BP","developmental processes"
"41","GO:0042491",0.0409746798339234,0.999260055262879,1,8,"inner ear auditory receptor cell differentiation","BP","developmental processes"
"42","GO:0021542",0.0411252810960843,0.999289642778073,1,6,"dentate gyrus development","BP","developmental processes"
"43","GO:0060035",0.0412369175222799,0.999285748759376,1,6,"notochord cell development","BP","developmental processes"
"44","GO:0001756",0.041399923403268,0.99587935932157,2,49,"somitogenesis","BP","developmental processes"
"45","GO:0045685",0.04149798502625,0.999276600148722,1,6,"regulation of glial cell differentiation","BP","developmental processes"
"46","GO:0048859",0.0415102857688751,0.99927616763246,1,6,"formation of anatomical boundary","BP","other biological processes"
"47","GO:0060134",0.0419741534788853,0.999238872118835,1,7,"prepulse inhibition","BP","other biological processes"
"48","GO:0031175",0.0421251164248051,0.992531757673993,3,107,"neuron projection development","BP","cell organization and biogenesis"
"49","GO:0050729",0.0422256065793045,0.995846920162487,2,28,"positive regulation of inflammatory response","BP","stress response"
"50","GO:0031642",0.0422760209061745,0.999248984170293,1,6,"negative regulation of myelination","BP","developmental processes"
"51","GO:0007619",0.0425251304005061,0.999190022020446,1,9,"courtship behavior","BP","other biological processes"
"52","GO:0021521",0.0426650498000295,0.999234978446298,1,6,"ventral spinal cord interneuron specification","BP","developmental processes"
"53","GO:0046855",0.0427398006611185,0.999232272207423,1,6,"inositol phosphate dephosphorylation","BP","other metabolic processes"
"54","GO:0043547",0.0427480472357275,0.995662936160426,2,52,"positive regulation of GTPase activity","BP","other biological processes"
"55","GO:0032648",0.0429978103604941,0.999222894018724,1,6,"regulation of interferon-beta production","BP","other biological processes"
"56","GO:0034113",0.0435954253003966,0.99916151883829,1,8,"heterotypic cell-cell adhesion","BP","cell adhesion"
"57","GO:0070086",0.0438662397634041,0.999190902419359,1,6,"ubiquitin-dependent endocytosis","BP","cell organization and biogenesis"
"58","GO:0010666",0.0442147241421299,0.999154696085699,1,7,"positive regulation of cardiac muscle cell apoptotic process","BP","death"
"59","GO:0034384",0.0442355194326037,0.999153893790888,1,7,"high-density lipoprotein particle clearance","BP","cell organization and biogenesis"
"60","GO:0016188",0.0442774512467117,0.999134848417327,1,8,"synaptic vesicle maturation","BP","cell organization and biogenesis"
"61","GO:0060576",0.044285808974112,0.999175210790022,1,6,"intestinal epithelial cell development","BP","developmental processes"
"62","GO:0010629",0.0443742328770297,0.99198744738102,3,95,"negative regulation of gene expression","BP","other metabolic processes"
"63","GO:0046621",0.0444291177394613,0.999169815980216,1,6,"negative regulation of organ growth","BP","other biological processes"
"64","GO:0048679",0.045433385428675,0.999107025478552,1,7,"regulation of axon regeneration","BP","cell organization and biogenesis"
"65","GO:0070417",0.0455410310859156,0.999127349776305,1,6,"cellular response to cold","BP","stress response"
"66","GO:0050765",0.0458499888083269,0.99911535851326,1,6,"negative regulation of phagocytosis","BP","cell organization and biogenesis"
"67","GO:0048264",0.0462920187540603,0.99907263850348,1,7,"determination of ventral identity","BP","developmental processes"
"68","GO:0021520",0.0471676170787508,0.9990368905165,1,7,"spinal cord motor neuron cell fate specification","BP","developmental processes"
"69","GO:0050901",0.0474860049015808,0.99898808619842,1,9,"leukocyte tethering or rolling","BP","cell adhesion"
"70","GO:0032801",0.0478692173267283,0.998987374487263,1,8,"receptor catabolic process","BP","other metabolic processes"
"71","GO:0031076",0.048510784390252,0.998980713785777,1,7,"embryonic camera-type eye development","BP","developmental processes"
"72","GO:0001817",0.0490943273529958,0.998934368618362,1,8,"regulation of cytokine production","BP","other biological processes"
"73","GO:0045741",0.0494342178156722,0.998970146243559,1,6,"positive regulation of epidermal growth factor-activated receptor activity","BP","other metabolic processes"
"74","GO:0050931",0.0498659596047233,0.99895189510055,1,6,"pigment cell differentiation","BP","other biological processes"
