GO.ID,Term,Annotated,Significant,Expected,classic
GO:0031017,exocrine pancreas development,15,2,0.09,0.00343
GO:0071805,potassium ion transmembrane transport,330,7,1.94,0.00350
GO:0045838,positive regulation of membrane potentia...,52,3,0.31,0.00357
GO:1904181,positive regulation of membrane depolari...,52,3,0.31,0.00357
GO:0021766,hippocampus development,106,4,0.62,0.00360
GO:0060341,regulation of cellular localization,934,13,5.49,0.00364
GO:0051253,negative regulation of RNA metabolic pro...,1397,17,8.21,0.00371
GO:0042176,regulation of protein catabolic process,334,7,1.96,0.00373
GO:0061387,regulation of extent of cell growth,174,5,1.02,0.00374
GO:0009611,response to wounding,830,12,4.88,0.00382
GO:0046475,glycerophospholipid catabolic process,16,2,0.09,0.00391
GO:0010633,negative regulation of epithelial cell m...,109,4,0.64,0.00397
GO:1902305,regulation of sodium ion transmembrane t...,109,4,0.64,0.00397
GO:0006355,regulation of transcription, DNA-templat...,4205,38,24.72,0.00411
GO:0001818,negative regulation of cytokine producti...,178,5,1.05,0.00412
GO:1903506,regulation of nucleic acid-templated tra...,4206,38,24.72,0.00413
GO:0051603,proteolysis involved in cellular protein...,949,13,5.58,0.00416
GO:2001141,regulation of RNA biosynthetic process,4208,38,24.73,0.00416
GO:0032026,response to magnesium ion,55,3,0.32,0.00419
GO:0051090,regulation of DNA-binding transcription ...,434,8,2.55,0.00430
GO:0031398,positive regulation of protein ubiquitin...,180,5,1.06,0.00432
GO:0007632,visual behavior,112,4,0.66,0.00438
GO:0008625,extrinsic apoptotic signaling pathway vi...,112,4,0.66,0.00438
GO:0046620,regulation of organ growth,112,4,0.66,0.00438
GO:0097061,dendritic spine organization,112,4,0.66,0.00438
GO:0106027,neuron projection organization,112,4,0.66,0.00438
GO:0001963,synaptic transmission, dopaminergic,17,2,0.1,0.00441
GO:0060575,intestinal epithelial cell differentiati...,17,2,0.1,0.00441
GO:0070374,positive regulation of ERK1 and ERK2 cas...,181,5,1.06,0.00442
GO:0048008,platelet-derived growth factor receptor ...,113,4,0.66,0.00452
GO:0080090,regulation of primary metabolic process,6894,56,40.52,0.00454
GO:2001233,regulation of apoptotic signaling pathwa...,347,7,2.04,0.00459
GO:0012501,programmed cell death,3389,32,19.92,0.00460
GO:0050803,regulation of synapse structure or activ...,440,8,2.59,0.00466
GO:0045934,negative regulation of nucleobase-contai...,1554,18,9.13,0.00474
GO:0001837,epithelial to mesenchymal transition,115,4,0.68,0.00481
GO:0051084,'de novo' post-translational protein fol...,18,2,0.11,0.00494
GO:0098810,neurotransmitter reuptake,18,2,0.11,0.00494
GO:0098656,anion transmembrane transport,187,5,1.1,0.00507
GO:0021761,limbic system development,117,4,0.69,0.00511
GO:0034654,nucleobase-containing compound biosynthe...,5281,45,31.04,0.00517
GO:0140694,non-membrane-bounded organelle assembly,756,11,4.44,0.00529
GO:0051703,biological process involved in intraspec...,189,5,1.11,0.00530
GO:1904062,regulation of cation transmembrane trans...,450,8,2.65,0.00532
GO:0010524,positive regulation of calcium ion trans...,60,3,0.35,0.00534
GO:0051171,regulation of nitrogen compound metaboli...,6641,54,39.04,0.00536
GO:0006364,rRNA processing,190,5,1.12,0.00542
GO:0071638,negative regulation of monocyte chemotac...,19,2,0.11,0.00550
GO:0031331,positive regulation of cellular cataboli...,456,8,2.68,0.00575
GO:0001952,regulation of cell-matrix adhesion,193,5,1.13,0.00578
GO:0008582,regulation of synaptic assembly at neuro...,62,3,0.36,0.00586
GO:0090314,positive regulation of protein targeting...,62,3,0.36,0.00586
GO:0044057,regulation of system process,877,12,5.16,0.00587
GO:0010899,regulation of phosphatidylcholine catabo...,1,1,0.01,0.00588
GO:0018117,protein adenylylation,1,1,0.01,0.00588
GO:0018175,protein nucleotidylation,1,1,0.01,0.00588
GO:0035470,positive regulation of vascular wound he...,1,1,0.01,0.00588
GO:0036494,positive regulation of translation initi...,1,1,0.01,0.00588
GO:0060689,cell differentiation involved in salivar...,1,1,0.01,0.00588
GO:0060690,epithelial cell differentiation involved...,1,1,0.01,0.00588
GO:0060691,epithelial cell maturation involved in s...,1,1,0.01,0.00588
GO:0061043,regulation of vascular wound healing,1,1,0.01,0.00588
GO:0071386,cellular response to corticosterone stim...,1,1,0.01,0.00588
GO:0150172,regulation of phosphatidylcholine metabo...,1,1,0.01,0.00588
GO:1900098,regulation of plasma cell differentiatio...,1,1,0.01,0.00588
GO:1900100,positive regulation of plasma cell diffe...,1,1,0.01,0.00588
GO:1902824,positive regulation of late endosome to ...,1,1,0.01,0.00588
GO:1903337,positive regulation of vacuolar transpor...,1,1,0.01,0.00588
GO:1903487,regulation of lactation,1,1,0.01,0.00588
GO:1903489,positive regulation of lactation,1,1,0.01,0.00588
GO:1904862,inhibitory synapse assembly,1,1,0.01,0.00588
GO:1990418,response to insulin-like growth factor s...,1,1,0.01,0.00588
GO:0046164,alcohol catabolic process,122,4,0.72,0.00592
GO:0006772,thiamine metabolic process,20,2,0.12,0.00609
GO:0042723,thiamine-containing compound metabolic p...,20,2,0.12,0.00609
GO:0010960,magnesium ion homeostasis,63,3,0.37,0.00612
GO:0061041,regulation of wound healing,196,5,1.15,0.00616
GO:0032355,response to estradiol,125,4,0.73,0.00644
GO:0033555,multicellular organismal response to str...,125,4,0.73,0.00644
GO:0032608,interferon-beta production,126,4,0.74,0.00662
GO:0048512,circadian behavior,126,4,0.74,0.00662
GO:0032535,regulation of cellular component size,672,10,3.95,0.00662
GO:0043270,positive regulation of ion transport,372,7,2.19,0.00665
GO:0043604,amide biosynthetic process,1006,13,5.91,0.00669
GO:0021514,ventral spinal cord interneuron differen...,21,2,0.12,0.00670
GO:0009892,negative regulation of metabolic process,3338,31,19.62,0.00673
GO:0048167,regulation of synaptic plasticity,283,6,1.66,0.00673
GO:0055088,lipid homeostasis,127,4,0.75,0.00681
GO:0006508,proteolysis,1993,21,11.71,0.00682
GO:0001508,action potential,284,6,1.67,0.00684
GO:0019318,hexose metabolic process,572,9,3.36,0.00695
GO:2001258,negative regulation of cation channel ac...,66,3,0.39,0.00696
GO:0051896,regulation of protein kinase B signaling,202,5,1.19,0.00698
GO:0045666,positive regulation of neuron differenti...,129,4,0.76,0.00718
GO:0030162,regulation of proteolysis,789,11,4.64,0.00720
GO:0010559,regulation of glycoprotein biosynthetic ...,22,2,0.13,0.00735
GO:1903018,regulation of glycoprotein metabolic pro...,22,2,0.13,0.00735
GO:0044257,cellular protein catabolic process,1018,13,5.98,0.00736
GO:0006706,steroid catabolic process,68,3,0.4,0.00756
GO:0002028,regulation of sodium ion transport,131,4,0.77,0.00758
GO:1903322,positive regulation of protein modificat...,208,5,1.22,0.00787
GO:0090313,regulation of protein targeting to membr...,69,3,0.41,0.00787
GO:1903423,positive regulation of synaptic vesicle ...,23,2,0.14,0.00801
GO:0044249,cellular biosynthetic process,7859,61,46.2,0.00812
GO:0015698,inorganic anion transport,212,5,1.25,0.00850
GO:0043491,protein kinase B signaling,212,5,1.25,0.00850
GO:0000377,RNA splicing, via transesterification re...,390,7,2.29,0.00850
GO:0000398,mRNA splicing, via spliceosome,390,7,2.29,0.00850
GO:0090066,regulation of anatomical structure size,809,11,4.76,0.00859
GO:0018130,heterocycle biosynthetic process,5438,45,31.96,0.00882
GO:0007584,response to nutrient,214,5,1.26,0.00883
GO:0003254,regulation of membrane depolarization,72,3,0.42,0.00885
GO:0030163,protein catabolic process,1161,14,6.82,0.00887
GO:0009896,positive regulation of catabolic process,492,8,2.89,0.00889
GO:0016070,RNA metabolic process,5894,48,34.64,0.00898
GO:0031323,regulation of cellular metabolic process,7121,56,41.86,0.00910
GO:0032648,regulation of interferon-beta production,73,3,0.43,0.00919
GO:0019438,aromatic compound biosynthetic process,5451,45,32.04,0.00920
GO:0007622,rhythmic behavior,139,4,0.82,0.00929
GO:0120034,positive regulation of plasma membrane b...,217,5,1.28,0.00934
GO:0000375,RNA splicing, via transesterification re...,398,7,2.34,0.00944
GO:0060284,regulation of cell development,821,11,4.83,0.00952
GO:0031324,negative regulation of cellular metaboli...,2866,27,16.85,0.00960
GO:0016072,rRNA metabolic process,219,5,1.29,0.00970
GO:0035966,response to topologically incorrect prot...,219,5,1.29,0.00970
GO:0060291,long-term synaptic potentiation,141,4,0.83,0.00976
