"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105338509" 350.414633947187 2.84387274204401 0.498488114305585 3.0134671561724e-07 "gonadotropin-releasing hormone II receptor" "genome"
"LOC105321060" 24.7785865797342 2.84132833272332 0.551814900530485 2.33829623821117e-06 "uncharacterized protein LOC105321060" "genome"
"LOC117692998" 38.8237655547132 2.83014903073656 0.612349273008695 1.75827718272921e-05 "uncharacterized protein LOC117692998" "genome"
"LOC105330102" 10.4550640601225 2.82038857801791 0.393587856733081 8.56416922534913e-10 "cytochrome P450 4F12" "genome"
"LOC117687626" 27.8270801697642 2.81661042580071 0.659164883005108 6.4442619277096e-05 "uncharacterized protein LOC117687626" "genome"
"LOC117689339" 50.3138888349732 2.80854832209744 0.469289398180052 1.13448940775235e-07 "uncharacterized protein LOC117689339" "genome"
"LOC105333169" 67.0693983551352 2.8066203695419 0.788914124256279 0.000523474231994515 "uncharacterized protein LOC105333169" "genome"
"LOC105338617" 103.249078508224 2.79418991466028 0.327314246944153 6.40570775667498e-13 "LOW QUALITY PROTEIN: rotatin" "genome"
"LOC117689258" 45.037214732315 2.79119679011102 0.678488648259565 0.000108627231990511 "uncharacterized protein LOC117689258" "genome"
"LOC109620497" 26.8437265334741 2.79017038814656 0.988198842730214 0.00327716271117313 "uncharacterized protein LOC109620497" "genome"
"LOC117684841" 13.460543132003 2.75895264282121 0.507383911711965 1.23311499348537e-06 "uncharacterized protein LOC117684841" "genome"
"LOC105324826" 11.8043559241738 2.75841452417792 0.497275604459957 5.74680017785535e-07 "tyrosinase-like protein 1" "genome"
"LOC105337262" 55.2218300599531 2.73502017622321 0.644139835095086 7.33905670908052e-05 "multiple epidermal growth factor-like domains protein 6" "genome"
"LOC117688484" 8.50580390294484 2.73040094095436 0.61496614916114 3.6196363366465e-05 "fucolectin-1-like" "genome"
"LOC105328254" 157.576156074382 2.72979429381608 0.494208177797781 8.17027075464403e-07 "uncharacterized protein LOC105328254 isoform X1" "genome"
"LOC105345161" 58.7501526208008 2.72538741366424 0.560228812950443 9.54405235708741e-06 "uncharacterized protein LOC105345161" "genome"
"LOC105324728" 126.958221502285 2.72004519386967 0.504461276584673 1.5587183909636e-06 "cytochrome P450 2D20" "genome"
"LOC105321383" 36.5596796232958 2.71626232702539 0.490598661819815 6.95745274141038e-07 "uncharacterized protein LOC105321383" "genome"
"LOC105348202" 238.30120345354 2.70665253590833 0.360147937564325 2.0333380936616e-10 "DNA polymerase nu isoform X1" "genome"
"LOC117689120" 58.9064994599697 2.69485255297261 0.490645748932141 1.16112374503754e-06 "uncharacterized protein LOC117689120" "genome"
"LOC105323935" 29.7693879971249 2.67119505715462 0.677791495758492 0.000219659991638873 "uncharacterized protein LOC105323935" "genome"
"LOC117692625" 36.3508024025204 2.6621158438449 0.813843138906742 0.00116600691065458 "zinc finger protein 182-like" "genome"
"LOC105318825" 107.945544764816 2.66163062579299 0.600184995003276 4.30974053911074e-05 "serine/arginine repetitive matrix protein 1 isoform X2" "genome"
"LOC117687062" 26.0355220013768 2.65895214854103 0.377881276276816 2.02172247365134e-09 "uncharacterized protein LOC117687062 isoform X2" "genome"
"LOC117687542" 34.6545240552897 2.65661365284052 0.686768611355796 0.000273586515407913 "uncharacterized protein LOC117687542" "genome"
"LOC109619024" 56.0290306717527 2.65275441587389 0.534660360737994 7.76263074382551e-06 "uncharacterized protein LOC109619024" "genome"
"LOC105343679" 84.7523443235531 2.64604804344054 0.517958879610721 4.95818685378685e-06 "solute carrier family 22 member 15-like isoform X1" "genome"
"LOC105332554" 33.6919481647678 2.63933107870477 0.392836093196687 6.27863725413014e-09 "uncharacterized protein LOC105332554" "genome"
"LOC105341789" 48.6104053932744 2.6330396920903 0.451874058759214 2.733924870963e-07 "A disintegrin and metalloproteinase with thrombospondin motifs 6" "genome"
"LOC105329328" 80.0369818490706 2.63104559042993 0.337259601116156 9.40182949119156e-11 "uncharacterized protein LOC105329328" "genome"
"LOC117688354" 25.661814431766 2.62087301696856 0.60045190938817 6.02511218769532e-05 "uncharacterized protein LOC117688354" "genome"
"LOC117685250" 71.6138658474142 2.61329904444726 0.507458234919029 4.5268049788709e-06 "uncharacterized protein LOC117685250" "genome"
"LOC117691482" 76.2401383757421 2.60743910098524 0.566075775068761 2.4887768653367e-05 "perlucin-like isoform X2" "genome"
"LOC117692398" 1926.64670759268 2.600795025089 0.752048665898822 0.000740300218056825 "histone H4" "genome"
"LOC117693006" 32.6021407251882 2.60022883672298 0.531573477091008 1.03889738449151e-05 "uncharacterized protein LOC117693006" "genome"
"LOC105320234" 10.802798418849 2.59779764227246 0.396731683338265 1.61754426282637e-08 "angiopoietin-4-like" "genome"
"LOC105336368" 40.3212597858866 2.591397859553 0.688810806969675 0.000390406161401584 "protein PIF-like" "genome"
"LOC105342351" 97.784974049924 2.57874730433444 0.644702598044482 0.00020788415157369 "uncharacterized protein LOC105342351" "genome"
"LOC105325465" 35.3567967486441 2.57095003078056 0.594398881888073 7.17682050879162e-05 "stimulated by retinoic acid gene 6 protein-like" "genome"
"LOC105320270" 50.49772975522 2.56082892246091 0.16649936015114 1.25638290756914e-33 "uncharacterized protein LOC105320270" "genome"
"LOC105317300" 13.6075851358888 2.55944422792345 0.410881759378801 1.02094651670761e-07 "high choriolytic enzyme 1" "genome"
"LOC117691654" 75.1780905713751 2.55414852310516 0.599615244995716 9.28892720415484e-05 "perlucin-like protein" "genome"
"LOC109621217" 9.38800409060474 2.55098639822404 0.490623831641936 4.31965144048252e-06 "fibropellin-1" "genome"
"LOC105336862" 64.1368296959455 2.53905557311094 0.571096205670495 4.93852499945629e-05 "protein SpAN-like" "genome"
"LOC105345744" 30.5563103625805 2.53568448338548 0.305390647064728 7.33307236155624e-12 "uncharacterized protein LOC105345744 isoform X1" "genome"
"LOC117681100" 27.4590014407517 2.5330615238911 0.385951672564125 2.20430071039632e-08 "von Willebrand factor D and EGF domain-containing protein-like" "genome"
"LOC105337729" 61.5222383263847 2.529712831898 0.306042315052369 1.03734861821651e-11 "protein Wnt-7b isoform X4" "genome"
"LOC105330239" 26.0690921139533 2.52676010221353 0.619943931147524 0.000172117464616735 "putative cuticle collagen 75" "genome"
"LOC105319836" 87.9538767478264 2.52632198680386 0.652957255266599 0.000321267514101041 "uncharacterized protein LOC105319836" "genome"
"LOC105320474" 1047.41433081177 2.5233358819535 0.479520202946873 3.55238389810581e-06 "ecdysone receptor isoform X1" "genome"
"LOC105318064" 137.110367134102 2.52128330440261 0.633779171907605 0.000240924923804006 "LOW QUALITY PROTEIN: alkaline phosphatase, tissue-nonspecific isozyme" "genome"
"LOC105320731" 45.0029486240392 2.51544356229049 0.456327730508495 1.64583638078922e-06 "cadherin-23" "genome"
"LOC105344805" 90.7840142392042 2.5135229672676 0.475542358309906 3.01261644548554e-06 "QRFP-like peptide receptor" "genome"
"LOC117688518" 69.6076213997077 2.49907291416501 0.812375887234185 0.00234982906028151 "fucolectin-5-like" "genome"
"LOC105318297" 17.9360333265182 2.47587121410806 0.528114898504726 2.40255646703245e-05 "uncharacterized protein LOC105318297 isoform X2" "genome"
"LOC105341173" 35.359075808737 2.46742640062597 0.539280407291884 3.50918827805546e-05 "uncharacterized protein LOC105341173 isoform X1" "genome"
"LOC117686204" 98.6742391716933 2.46157786249866 0.556999984433645 7.01539168825582e-05 "uncharacterized protein LOC117686204 isoform X1" "genome"
"LOC105327693" 31.6638091653165 2.45844374675574 0.38093410422646 5.42587721651001e-08 "transcription factor 15" "genome"
"LOC117682693" 26.3105996283317 2.45791689032208 0.39812689322352 1.26783530142875e-07 "multiple epidermal growth factor-like domains protein 10" "genome"
"LOC117691037" 68.9372133039534 2.45719266139106 0.602437145571384 0.000193840100136185 "uncharacterized protein LOC117691037" "genome"
"LOC117682309" 29.6391751425431 2.45426731309308 0.639582526241543 0.000377599583172255 "uncharacterized protein LOC117682309" "genome"
"LOC105345562" 101.504579110235 2.45382776911332 0.511634046853008 1.89058038719354e-05 "multiple epidermal growth factor-like domains protein 11" "genome"
"LOC117688509" 15.3981556738648 2.44728732101017 0.524735453373374 2.76297065371857e-05 "uncharacterized protein LOC117688509" "genome"
"LOC117689123" 9.06621728588676 2.4321019538217 0.440096450623698 1.84173057427613e-06 "uncharacterized protein LOC117689123" "genome"
"LOC105344624" 91.6176476818404 2.42232285080363 0.169710280593363 1.61612567435772e-28 "dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A isoform X2" "genome"
"LOC105320489" 22.2678826185445 2.41827763762287 0.531584715958105 4.54973779174283e-05 "formin-like protein 14" "genome"
"LOC105319776" 35.5346621080268 2.41764283991723 0.551151258958418 7.67163321311565e-05 "integumentary mucin C.1" "genome"
"LOC117680333" 57.9941154022467 2.4098929766911 0.245796815240483 6.56045912541852e-15 "protein FAM124A-like" "genome"
"LOC109618811" 9.47389635277229 2.39763693992836 0.413125120568746 5.18486440975697e-07 "uncharacterized protein LOC109618811" "genome"
"LOC105340334" 61.2672896319725 2.39166366680715 0.466097914979343 7.43910637760447e-06 "thymidine kinase, cytosolic isoform X1" "genome"
"LOC105338525" 84.8177288583792 2.38889974513691 0.399052621232865 3.303465527577e-07 "probable G-protein coupled receptor B0563.6" "genome"
"LOC105336363" 132.250494788148 2.3868018985047 0.457794710782953 6.33791268169986e-06 "relaxin receptor 2" "genome"
"LOC105337774" 11.9319471175223 2.38626698503252 0.453154079777158 5.17890309382039e-06 "uncharacterized protein LOC105337774" "genome"
"LOC117691483" 75.1340072997531 2.38615729569139 0.591579002348481 0.000250454471366162 "perlucin-like" "genome"
"LOC105340623" 102.709063833236 2.38354442537499 0.574040003963223 0.000169442366390753 "solute carrier organic anion transporter family member 4A1 isoform X1" "genome"
"LOC105327493" 36.0211134051813 2.37524523878824 0.554552171857647 0.000112922746708652 "solute carrier organic anion transporter family member 4A1" "genome"
"LOC105325538" 48.042614079626 2.36837943255173 0.4855048387539 1.56848942524811e-05 "caveolin-1" "genome"
"LOC105344865" 137.567069349031 2.36317914072178 0.583908152031097 0.000247268894563361 "uncharacterized protein PB18E9.04c isoform X2" "genome"
"LOC105340578" 22.1921903834664 2.35427406360218 0.53719119962175 8.91891210356114e-05 "metabotropic glutamate receptor 3" "genome"
"LOC117688485" 7.98448500026541 2.35089405787826 0.613951455413811 0.000458200960891864 "fucolectin-1-like" "genome"
"LOC105329273" 34.844103412477 2.33621796324883 0.364215316031614 9.41162826757982e-08 "uncharacterized protein LOC105329273" "genome"
"LOC105343485" 24.3331702580509 2.33599333559176 0.453858137287406 8.42415919131317e-06 "uncharacterized protein LOC105343485" "genome"
"LOC117690522" 11.9271332305229 2.33528143385622 0.363314119558235 8.60755274524878e-08 "brain tumor protein-like" "genome"
"LOC105348538" 38.1305715420036 2.33409012223019 0.571907486141078 0.000234705976791148 "sperm receptor for egg jelly" "genome"
"LOC105332686" 61.1684741323006 2.32901205979987 0.496225317310132 3.06488926440121e-05 "unconventional myosin-XVI isoform X2" "genome"
"LOC105326172" 92.1248379091099 2.32565799069772 0.554369925021481 0.000164092452608384 "uncharacterized protein LOC105326172" "genome"
"LOC105338785" 323.82036540692 2.31959210788087 0.556573961978528 0.000188237732390968 "transmembrane protein 65" "genome"
"LOC105327609" 117.555546058001 2.31882129678995 0.377003217834514 2.20747430524288e-07 "cilia- and flagella-associated protein 300" "genome"
"LOC117686973" 57.4260666653907 2.31670563373028 0.609241513349978 0.000486795297125692 "uncharacterized protein LOC117686973" "genome"
"LOC105348432" 46.8686293696227 2.3010462595683 0.448224800998117 8.79768498547405e-06 "kelch-like protein 12" "genome"
"LOC105319508" 15.1510855243597 2.29869418604647 0.66849575058382 0.00111816189055338 "uncharacterized protein LOC105319508" "genome"
"LOC117687299" 14.637847866792 2.29817809289987 0.633843715413226 0.000687794579183926 "myristoylated alanine-rich C-kinase substrate-like" "genome"
"LOC105332592" 20.3302406606324 2.29733102287994 0.682817393902029 0.00130864411413098 "uncharacterized protein LOC105332592" "genome"
"LOC117685572" 28.9182404757997 2.2966717310787 0.660787770975907 0.00100742249140796 "uncharacterized protein LOC117685572" "genome"
"LOC105321801" 143.382660028068 2.29202522197402 0.492501827387538 4.19212080165932e-05 "multiple epidermal growth factor-like domains protein 11" "genome"
"LOC105336312" 132.248412555704 2.28152608768687 0.528176437741403 0.000121808326197568 "tryptophan 5-hydroxylase 1" "genome"
"LOC117683097" 30.8323863924763 2.2773697605776 0.587515841933464 0.000444446707561097 "uncharacterized protein LOC117683097" "genome"
"LOC105342884" 885.066617802323 2.27509766346688 0.483520815070254 3.28754596010908e-05 "uncharacterized protein LOC105342884 isoform X4" "genome"
"LOC105336684" 26.5830655600597 2.26873412183176 0.749908595670548 0.00315066179911776 "collagen alpha-4(VI) chain" "genome"
"LOC105320024" 89.1945032859752 2.26290295259738 0.523369868918251 0.00012408623850573 "kunitz-type serine protease inhibitor BmKTT-3-like" "genome"
"LOC105325923" 39.0161214340665 2.25204008790078 0.643111353313956 0.00099836389191912 "uncharacterized protein LOC105325923" "genome"
"LOC105317867" 108.385878804634 2.24654432423464 0.553718217278292 0.000280677847476405 "growth hormone secretagogue receptor type 1" "genome"
"LOC105318776" 65.3960087401302 2.24124843619472 0.380242723727626 6.34046980294971e-07 "organic cation transporter protein-like" "genome"
"LOC105320454" 32.3533334433098 2.23640538212325 0.525931492547658 0.000161442734874963 "uncharacterized protein LOC105320454" "genome"
"LOC117691821" 45.4273787231351 2.23510736389252 0.610760653939599 0.000695041939560807 "uncharacterized protein LOC117691821" "genome"
"LOC105326744" 15.1086856731572 2.2324370161953 0.542152330524242 0.000256895240897692 "uncharacterized protein LOC105326744" "genome"
"LOC117686979" 14.6665879563348 2.23037293151805 0.498157570934678 8.19892971508667e-05 "salivary glue protein Sgs-3-like" "genome"
"LOC117688471" 29.9923536280898 2.22306495158651 0.544219300591334 0.000277076142694466 "uncharacterized protein LOC117688471" "genome"
"LOC105323056" 32.139652285944 2.22300227496604 0.645931143573057 0.00120546951527962 "temptin" "genome"
"LOC105334779" 22.4707646832943 2.21695681339198 0.608018767247808 0.000717473762223574 "uncharacterized protein LOC105334779 isoform X1" "genome"
"LOC105335573" 56.2801195586516 2.21370682462699 0.481065143441 6.30512997533102e-05 "probable alpha-ketoglutarate-dependent hypophosphite dioxygenase" "genome"
"LOC105343702" 12.8420725362445 2.21345201822125 0.591415431751801 0.000647101173178849 "sodium- and chloride-dependent glycine transporter 1" "genome"
"LOC117692024" 14.0609501681897 2.2106439509104 0.63570120605502 0.00114674178581495 "protein THYLAKOID RHODANESE-LIKE, chloroplastic-like" "genome"
"LOC105341658" 66.1538991113265 2.20400649591337 0.496611139336284 0.000102666775356574 "uncharacterized protein LOC105341658" "genome"
"LOC105330061" 358.0064515312 2.20388688463695 0.263421216734805 3.12978864189224e-11 "GRAM domain-containing protein 4 isoform X1" "genome"
"LOC117681790" 148.113442264426 2.20032839911378 0.562501614487948 0.000467394023443885 "uncharacterized protein LOC117681790" "genome"
"LOC105338917" 41.922083785518 2.19935304903182 0.580137437670279 0.000585766193127742 "homeobox protein ceh-32" "genome"
"LOC105328647" 15.0492677188617 2.19559907460371 0.502862430951453 0.000126375370657747 "uncharacterized protein LOC105328647" "genome"
"LOC105321226" 209.449723485911 2.19439392673046 0.513091059348896 0.000166757775364727 "epidermal growth factor receptor isoform X1" "genome"
"LOC105340562" 263.938134351471 2.19019898946168 0.522788912189973 0.000228606841013568 "C-X-C chemokine receptor type 2" "genome"
"LOC105318999" 142.331650089918 2.18966732308133 0.522240720825446 0.000225606614709068 "WD repeat-containing protein 37 isoform X1" "genome"
"LOC105347081" 93.9364884261587 2.18941953480623 0.553725962212409 0.000412382253857591 "BTB/POZ domain-containing protein 17" "genome"
"LOC105323253" 26.1095239113057 2.18775450192036 0.485803850474847 8.55865018079275e-05 "FMRFamide receptor" "genome"
"LOC105336968" 43.809073155178 2.18773112706306 0.671239423174929 0.00210783653894345 "uncharacterized protein LOC105336968" "genome"
"LOC105346510" 59.0749937583297 2.18032719324808 0.551633303227834 0.000421368574645286 "uncharacterized protein LOC105346510" "genome"
"LOC105321903" 30.1292353302529 2.17966650077992 0.464594392817287 4.67849523934773e-05 "failed axon connections homolog" "genome"
"LOC105317762" 20.0241324504086 2.17304055924311 0.654217003906147 0.00176893852787989 "paired mesoderm homeobox protein 2" "genome"
"LOC105326042" 36.8760672478059 2.16827968127992 0.378316449543586 2.04784910884215e-06 "substance-K receptor" "genome"
"LOC117682108" 20.1837492473176 2.16612867618317 0.651515155678307 0.00179269416416054 "paired mesoderm homeobox protein 2-like" "genome"
"LOC109617461" 72.5077700195596 2.16148036371739 0.500132293359279 0.000150838880001481 "uncharacterized protein LOC109617461" "genome"
"LOC105332241" 91.0848376813925 2.15772362334199 0.452889921307795 3.84626184996437e-05 "uncharacterized protein LOC105332241 isoform X1" "genome"
"LOC105333349" 44.1401834777776 2.15733007672046 0.530063351387307 0.000325104843940838 "uncharacterized protein LOC105333349" "genome"
"LOC117685548" 15.2117570136705 2.14529137349198 0.605503874286839 0.00107163506179444 "putative nuclease HARBI1" "genome"
"LOC105337550" 20.8055340051843 2.13826919225678 0.655191569311283 0.00223345812327179 "uncharacterized protein LOC105337550" "genome"
"LOC105332147" 22.2012019878327 2.13015120291346 0.683622110884956 0.00302724133880409 "latent-transforming growth factor beta-binding protein 2" "genome"
"LOC105342692" 78.5249655729762 2.12978176293329 0.400311650532601 8.09489761638255e-06 "methylthioribulose-1-phosphate dehydratase" "genome"
"LOC105342723" 72.8880816789196 2.12835254595011 0.473888971571529 0.000104644243687576 "meiosis 1 arrest protein isoform X1" "genome"
"LOC117688340" 23.0147756376348 2.12695699220914 0.368315274794216 1.9452755606741e-06 "uncharacterized protein LOC117688340" "genome"
"LOC105332601" 32.1433530407583 2.12668912272352 0.39390322238938 7.12446597637545e-06 "motor neuron and pancreas homeobox protein 1" "genome"
"LOC105327401" 43.4607385145205 2.1266256076628 0.411362911426032 1.1763841413857e-05 "collagen alpha-1(XII) chain isoform X2" "genome"
"LOC105318991" 20.258595059323 2.12513591836097 0.59735045501553 0.00104392499430992 "sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like" "genome"
"LOC105340378" 76.2428583080522 2.11960932553356 0.431593996121717 2.67039123543124e-05 "CD109 antigen isoform X5" "genome"
"LOC105331186" 12.4282225618527 2.11717760801016 0.575067998810774 0.000787355811532169 "tyrosinase-like protein 2" "genome"
"LOC117682500" 140.821633195623 2.10970292074614 0.668198136782651 0.00285997864425331 "putative nuclease HARBI1" "genome"
"LOC105335481" 118.510107862222 2.10058748379383 0.412811357362713 1.69479109670106e-05 "uncharacterized protein LOC105335481 isoform X1" "genome"
"LOC117688245" 45.4704374714499 2.0926686986711 0.498936141166745 0.000270167753098141 "uncharacterized protein LOC117688245" "genome"
"LOC117692019" 14.7573700617951 2.0877404892653 0.521595398395163 0.000439862027639257 "uncharacterized protein LOC117692019" "genome"
"LOC117690815" 7.74719893920081 2.0843904627167 0.513439951386756 0.000381844051288418 "translation initiation factor IF-2-like isoform X1" "genome"
"LOC105335241" 56.4866082877173 2.08084623233344 0.500659407700109 0.000298894262578591 "LIM/homeobox protein Lhx3-like" "genome"
"LOC105347943" 39.4938680107619 2.07714879854732 0.251975275877723 1.61496843357355e-10 "uncharacterized protein LOC105347943 isoform X1" "genome"
"LOC105318208" 20.0457113919804 2.07473365822782 0.659171095428669 0.00304240013635412 "glycine N-acyltransferase-like protein 3" "genome"
"LOC117692806" 58.7891154504094 2.0723244973413 0.532013487454532 0.000562692533902148 "atrial natriuretic peptide receptor 2-like" "genome"
"LOC117687324" 170.429417843424 2.07110656001582 0.629821283123216 0.00227240639974124 "fucolectin-1-like" "genome"
"LOC105343875" 12.6733926902558 2.06631482168165 0.263188884962801 1.27744626531256e-09 "uncharacterized protein LOC105343875" "genome"
"LOC105326780" 10.0929978434823 2.06251747788182 0.607165505893805 0.0016852540077301 "uncharacterized protein LOC105326780" "genome"
"LOC117682778" 13.9419420952941 2.06226743462143 0.262069038191976 1.12988958197264e-09 "uncharacterized protein LOC117682778" "genome"
"LOC105322986" 47.6463915283808 2.05948816183055 0.665338036556747 0.00348464318664596 "spidroin-1-like" "genome"
"LOC109618217" 101.794874674118 2.05673773917159 0.338802294826871 7.56338138356964e-07 "uncharacterized protein LOC109618217 isoform X1" "genome"
"LOC105340204" 116.511329288084 2.05497933419225 0.462602248863058 0.000138297065030817 "5-hydroxytryptamine receptor 6-like" "genome"
"LOC105320146" 206.540829118206 2.04625182659666 0.432637964501429 6.72657376187784e-05 "synaptotagmin-7" "genome"
"LOC105339291" 29.4488544536912 2.04437505843147 0.514352636788383 0.000491948076872444 "uncharacterized protein LOC105339291" "genome"
"LOC105338592" 8.82416485444539 2.04108676899527 0.356844556865776 2.65896971921401e-06 "uncharacterized protein LOC105338592" "genome"
"LOC105321102" 52.2099788218848 2.04026593276627 0.571984841245495 0.00119544029409451 "paired box protein Pax-6 isoform X1" "genome"
"LOC105318003" 77.1960609273926 2.03680193093799 0.355331726004155 2.49787035730386e-06 "uncharacterized protein LOC105318003" "genome"
"LOC105346330" 23.0223219514048 2.03646287511218 0.247295624307314 2.88524218643169e-10 "growth hormone secretagogue receptor type 1" "genome"
