"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC105340166" 471.650576373465 1.67942442770289 0.392607938882717 9.45076181917666e-08 4.09715395287148e-05 "mucin-5AC isoform X1" "genome"
"LOC105322515" 178.85027964859 1.67893394642877 0.416342206665552 2.40662024465937e-07 6.91511544950903e-05 "A-agglutinin anchorage subunit isoform X1" "genome"
"LOC105331869" 94.4407539514912 1.67861254076224 0.420347901722971 2.78009782468598e-07 7.71898846582195e-05 "putative ammonium transporter 1 isoform X1" "genome"
"LOC109620224" 32.1270952455763 1.67623752888354 0.511201315675407 3.03474889971095e-06 0.000291796420469873 "uncharacterized protein LOC109620224" "genome"
"LOC105328928" 98.513806563742 1.67480210311246 0.485574153089269 1.79236682119148e-06 0.000216054519602257 "hydroxylysine kinase" "genome"
"LOC105327945" 31.5818518613702 1.6692352295501 0.543022842414111 5.55831775092256e-06 0.00041933122185669 "uncharacterized protein LOC105327945" "genome"
"LOC105322681" 34.1329947714649 1.66498805262387 0.506174577132969 2.96121787859467e-06 0.000288089192905327 "barrier-to-autointegration factor" "genome"
"LOC117680321" 78.0125359478911 1.66269147318024 0.988844016326 4.06861454257868e-05 0.0015760341834872 "uncharacterized protein LOC117680321" "genome"
"LOC105328315" 126.598268199414 1.65088028041598 0.464779472836317 1.28776211018226e-06 0.000187187585321846 "succinate--hydroxymethylglutarate CoA-transferase" "genome"
"LOC105323056" 32.139652285944 1.64812431427619 0.66040273107696 2.43715240786707e-05 0.00114919680998668 "temptin" "genome"
"LOC117685548" 15.2117570136705 1.64291769104315 0.626311128545501 1.85939434632734e-05 0.000965283480926361 "putative nuclease HARBI1" "genome"
"LOC105319354" 60.5776992177087 1.64193048887805 0.557154669068869 8.16494402721815e-06 0.000548271553958119 "protein amnionless-like isoform X1" "genome"
"LOC105331097" 111.909567510504 1.64123005375474 0.452001661045493 9.86135254336342e-07 0.000158236287466918 "dual oxidase" "genome"
"LOC117681979" 244.144772090476 1.63148112207245 0.470947359884901 1.72206604279499e-06 0.000212566889201191 "uncharacterized protein LOC117681979" "genome"
"LOC105335371" 208.009783987271 1.631428146048 0.495944441523186 3.01138198945274e-06 0.000290680704458464 "uncharacterized protein LOC105335371 isoform X1" "genome"
"LOC105325948" 62.1396458701655 1.63135265804187 0.390745945127254 1.33607246420202e-07 5.07933640967632e-05 "transient receptor potential cation channel subfamily M member-like 2" "genome"
"LOC117687154" 29.3546034337935 1.62762070330667 0.465825435124955 1.56140438833767e-06 0.000205960215782766 "peroxidase-like protein" "genome"
"LOC105333219" 114.428058562652 1.62750057031644 0.432704105342915 6.2396061110085e-07 0.000124344279523493 "uncharacterized protein LOC105333219" "genome"
"LOC105342641" 33.0269760902045 1.62626297314948 0.560765402476246 9.46662738000249e-06 0.000598286008151513 "uncharacterized protein LOC105342641" "genome"
"LOC105328565" 57.9074918204269 1.62214065398426 0.39532444653923 1.74688694020476e-07 5.67991094465787e-05 "polyribonucleotide nucleotidyltransferase 1, mitochondrial" "genome"
"LOC105345968" 75.0129599946177 1.61384731656834 0.549215015122493 8.64216253582119e-06 0.000572537475664015 "prostaglandin E2 receptor EP4 subtype" "genome"
"LOC105321102" 52.2099788218848 1.61366844967773 0.590718082382974 1.50417761091673e-05 0.000825994065408074 "paired box protein Pax-6 isoform X1" "genome"
"LOC117687662" 38.5720865758421 1.61333324537586 0.43720046406682 7.97291770765941e-07 0.000140319068473026 "uncharacterized protein LOC117687662" "genome"
"LOC105343542" 15.9582916116986 1.61009011633744 0.655485892117852 2.89504690102283e-05 0.00126388183100316 "alpha-mannosidase 2x-like" "genome"
"LOC109618896" 93.2211540803516 1.60864425711158 0.388523474007943 1.48800113619734e-07 5.33042511153166e-05 "multiple epidermal growth factor-like domains protein 10 isoform X1" "genome"
"LOC117685944" 39.6545877973646 1.6059073910836 0.343598743034448 1.60238971649149e-08 1.3033759792408e-05 "uncharacterized protein LOC117685944" "genome"
"LOC105340065" 97.765785971187 1.60559983486348 0.530357064226993 6.76069538647427e-06 0.000478692102278412 "aldo-keto reductase family 1 member A1" "genome"
"LOC105320875" 20.9089699801033 1.5995994078635 0.370541511266192 7.23592870648151e-08 3.37371762765782e-05 "fibropellin-1" "genome"
"LOC105337090" 316.89818496825 1.59893059645023 0.431756746633956 7.56386650882517e-07 0.000135442540072159 "MAM and LDL-receptor class A domain-containing protein 1 isoform X1" "genome"
"LOC105317762" 20.0241324504086 1.59361259728941 0.666219035022262 3.44451285336704e-05 0.00140226288500087 "paired mesoderm homeobox protein 2" "genome"
"LOC117682108" 20.1837492473176 1.5920333100478 0.663935222435906 3.41651544856252e-05 0.00139777339816935 "paired mesoderm homeobox protein 2-like" "genome"
"LOC105320383" 46.1557150073848 1.59201450814139 0.563729104349803 1.21749598091e-05 0.000712927563608224 "uncharacterized protein LOC105320383" "genome"
"LOC105322676" 59.0508029269894 1.59145631621794 0.546253429560705 9.51256954513198e-06 0.00059965588272897 "uncharacterized protein LOC105322676" "genome"
"LOC105331847" 35.6860475739216 1.58932946872418 0.516110528898647 5.87688017178167e-06 0.000434801155463763 "uncharacterized protein LOC105331847" "genome"
"LOC105346846" 14.158769534606 1.5849251041818 0.457516533172478 1.72542255646436e-06 0.000212566889201191 "sodium-coupled monocarboxylate transporter 1" "genome"
"LOC105319852" 30.025147114363 1.58298720403168 0.540024058599537 9.12526670961064e-06 0.000588758395982215 "cytochrome P450 26A1" "genome"
"LOC117687824" 99.9098261975454 1.58025345748684 0.46972030773191 2.40767655938384e-06 0.000253289842146228 "uncharacterized protein LOC117687824" "genome"
"LOC105337184" 52.3376890586899 1.57984801164446 0.523849705089359 7.15840720158224e-06 0.000502532387381531 "neurogenic protein mastermind" "genome"
"LOC105321060" 24.7785865797342 1.57342216837114 0.592990797664917 1.96281512423577e-05 0.000998006677674692 "uncharacterized protein LOC105321060" "genome"
"LOC105337786" 42.4276520635413 1.56815645596979 0.426828234347765 8.27648284545716e-07 0.000141369217344019 "neuropeptide SIFamide receptor" "genome"
"LOC105336968" 43.809073155178 1.56357443216859 0.68381457778441 4.58512040460216e-05 0.00166679867546606 "uncharacterized protein LOC105336968" "genome"
"LOC105326043" 73.7043756927041 1.56315173906945 0.389158784241566 2.28361893982194e-07 6.79885633999276e-05 "substance-K receptor" "genome"
"LOC117688518" 69.6076213997077 1.55986088916014 0.790418691155226 7.27214681374078e-05 0.0021821937352301 "fucolectin-5-like" "genome"
"LOC105339934" 64.3509043851886 1.55552146498277 0.455635875860265 2.04329032788172e-06 0.000232680863098088 "uncharacterized protein LOC105339934" "genome"
"LOC105332049" 219.467408578213 1.55423807102409 0.439835330930468 1.35330267059652e-06 0.000190198918006081 "C-terminal-binding protein 1" "genome"
"LOC105334187" 36.5435659194461 1.55417250364374 0.620265340041063 2.92461767447817e-05 0.0012678987255093 "uncharacterized protein LOC105334187" "genome"
"LOC105346258" 256.606446104821 1.55289149357114 0.335036609305456 1.68783259826416e-08 1.3033759792408e-05 "uncharacterized protein LOC105346258" "genome"
"LOC105337550" 20.8055340051843 1.55280892144891 0.668883861720345 4.40267574397245e-05 0.00163783337170954 "uncharacterized protein LOC105337550" "genome"
"LOC105325689" 23.0817111242902 1.55080916477529 0.376384010946354 1.49198051412955e-07 5.33042511153166e-05 "low-density lipoprotein receptor-related protein 4-like isoform X2" "genome"
"LOC117680550" 25.5197461604968 1.54772711942326 0.434512333052054 1.22291539026982e-06 0.000185395473674586 "dehydrogenase/reductase SDR family member 9-like" "genome"
"LOC117691981" 58.144085930681 1.54659184767724 0.442683841065765 1.55314696761031e-06 0.000205960215782766 "uncharacterized protein LOC117691981" "genome"
"LOC105345408" 259.331854490092 1.54500514775652 0.495145651417253 5.3409471729117e-06 0.000413730863917934 "quinone reductase-like" "genome"
"LOC105340583" 94.0482705501508 1.54014645441325 0.510290931804884 7.34692957099631e-06 0.000511408384870112 "protocadherin Fat 4" "genome"
"LOC105328755" 92.3184725755248 1.53619140546741 0.431948978246214 1.24254347793818e-06 0.000186087829595941 "uncharacterized protein LOC105328755 isoform X2" "genome"
"LOC117687324" 170.429417843424 1.53288877744663 0.647188579541873 4.18577549150158e-05 0.00159375497951457 "fucolectin-1-like" "genome"
"LOC105318219" 119.154760840013 1.53129925218326 0.592410700545338 2.51230065576821e-05 0.00116694476512572 "uncharacterized protein LOC105318219" "genome"
"LOC105326286" 28.4623847041594 1.52920894848956 0.409400599769502 6.46202807650071e-07 0.000125734784093235 "uncharacterized protein LOC105326286" "genome"
"LOC105329017" 161.913196359942 1.52761634819049 0.495002207951065 6.00828582100359e-06 0.000441877234889345 "perlucin-like protein isoform X2" "genome"
"LOC105324920" 63.5965364924269 1.52487299248425 0.554244148998707 1.62706409390466e-05 0.000872155766257661 "uncharacterized protein LOC105324920" "genome"
"LOC117684128" 21.433279131736 1.52109977622349 0.43885676358119 1.70222684603465e-06 0.000212566889201191 "uncharacterized protein LOC117684128" "genome"
"LOC117686131" 15.3186921550703 1.51565231023013 0.442762530878782 1.97537185092471e-06 0.000227039133991631 "uncharacterized protein LOC117686131" "genome"
"LOC109620163" 40.0556769156548 1.51175122744697 0.594932275679349 2.90770523199425e-05 0.00126388183100316 "cystatin-A" "genome"
"LOC105318527" 55.5450920504932 1.51081564730162 0.616554885108138 3.64182147823005e-05 0.00146568486235412 "L-galactose dehydrogenase" "genome"
"LOC117682810" 624.011563659716 1.50368073129186 0.303321670950758 3.2762570892723e-09 5.05997430831299e-06 "uncharacterized protein LOC117682810 isoform X1" "genome"
"LOC105336684" 26.5830655600597 1.50316680901343 0.738370409446688 8.34215774147004e-05 0.00234519977189381 "collagen alpha-4(VI) chain" "genome"
"LOC117687810" 86.9145418331506 -1.5124076259881 0.826432646145817 9.61407141777699e-05 0.0025466403270727 "uncharacterized protein LOC117687810" "genome"
"LOC105342886" 11.8139448838633 -1.51344775583576 0.52630405270392 1.15441241241378e-05 0.000685737623152809 "uncharacterized protein LOC105342886 isoform X1" "genome"
"LOC117686337" 47.7758784804371 -1.51605212354493 0.434849072949014 1.58314329086396e-06 0.000205960215782766 "ankyrin repeat domain-containing protein 17-like" "genome"
"LOC105321189" 196.101897452963 -1.5337047455551 0.441660299525746 1.66746673003331e-06 0.000211306514696683 "putative glutathione-specific gamma-glutamylcyclotransferase 2" "genome"
"LOC105335071" 75.4871346991535 -1.54200037671715 0.341466984409496 2.79093421922393e-08 1.86396690516872e-05 "uncharacterized protein LOC105335071" "genome"
"LOC105320221" 23.4384023766863 -1.57280363656307 0.399393455395324 3.12653658783279e-07 8.13261532862486e-05 "uncharacterized protein LOC105320221" "genome"
