"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105330818" 20.0114562915606 1.97895460863175 0.422505130381042 7.2754428866945e-05 "uncharacterized protein LOC105330818" "genome"
"LOC105343637" 128.034100887291 1.96542603490912 0.587919391049941 0.00136982723519249 "complement C1q tumor necrosis factor-related protein 2" "genome"
"LOC105330352" 325.937627308304 1.93362278025648 0.552919245485241 0.0012120393426902 "uncharacterized protein LOC105330352" "genome"
"LOC105330030" 354.94591728812 1.89796904059647 0.530466752208858 0.0011210043934778 "uncharacterized protein LOC105330030" "genome"
"LOC117685217" 22.4056655867809 1.8958179079046 0.343601051046251 9.37588602827835e-06 "uncharacterized protein LOC117685217 isoform X2" "genome"
"LOC105340069" 44.1021778966528 1.86659015928567 0.394543373102808 0.000111667691145518 "circumsporozoite protein" "genome"
"LOC105325538" 74.7295006609985 1.85762777956869 0.639223965071037 0.00442291274078486 "caveolin-1" "genome"
"LOC105320919" 29.0607882066481 1.84412741675637 0.44343367706411 0.000324134390738074 "uncharacterized protein LOC105320919" "genome"
"LOC105346088" 14.9633384704541 1.81937703835843 0.4748934835382 0.000866803569999929 "mammalian ependymin-related protein 1-like" "genome"
"LOC105345604" 16.4017479833647 1.80364872243311 0.524970305950121 0.001489361555987 "peptidyl-prolyl cis-trans isomerase B" "genome"
"LOC105341260" 23.2522950313338 1.79238754319625 0.418348017414135 0.00028626553616407 "uncharacterized protein LOC105341260" "genome"
"LOC105332829" 13.566344483448 1.78490664532274 0.607743765439375 0.00464237072242591 "uncharacterized protein LOC105332829" "genome"
"LOC105318064" 91.0128624178597 1.76450335927186 0.536929154688174 0.00242295146529586 "LOW QUALITY PROTEIN: alkaline phosphatase, tissue-nonspecific isozyme" "genome"
"LOC105325416" 1028.43610326008 1.74590600844076 0.332546810858813 2.84557758395465e-05 "inactive rhomboid protein 2 isoform X2" "genome"
"LOC117693159" 124.345797743128 1.73012805075205 0.444920837159108 0.000930551633579868 "uncharacterized protein LOC117693159 isoform X2" "genome"
"LOC105332136" 133.285958261004 1.7266086565018 0.231878359076396 6.15003616662798e-08 "inositol oxygenase" "genome"
"LOC105341293" 10.7664479641195 1.7240911839812 0.335660290354836 3.74407424222243e-05 "uncharacterized protein LOC105341293" "genome"
"LOC105344509" 6.69003087049844 1.70597466199684 0.484873223125634 0.00167264419280298 "leucine-rich repeat-containing protein 74B" "genome"
"LOC117687548" 15.1833557536309 1.68369128657245 0.541682114925248 0.00379514990442496 "uncharacterized protein LOC117687548" "genome"
"LOC105345330" 93.5634303445251 1.67575728483474 0.224282482067605 7.47225971504427e-08 "inner centromere protein" "genome"
"LOCNA.13" 1518.07742181653 1.6743217879196 0.21567658742976 2.93121667126909e-08 NA NA
"LOC117685810" 23.8458772809019 1.66344427939574 0.467992955219705 0.00173421231084957 "uncharacterized protein LOC117685810" "genome"
"LOC105331471" 503.332211464719 1.64859199839943 0.325207321587431 9.48165497421288e-05 "uncharacterized protein LOC105331471" "genome"
"LOC117692912" 38.3073317789706 1.64829109069481 0.45302624822767 0.00142761754126986 "glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial-like" "genome"
"LOC105334034" 27.9482015242759 1.62080242278617 0.38029506642026 0.000637576529750198 "baculoviral IAP repeat-containing protein 5" "genome"
"LOC117682060" 25.7242254044369 1.60005283578752 0.381857413633955 0.000691737662329754 "uncharacterized protein LOC117682060" "genome"
"LOC105346676" 111.731524246473 1.59659690007266 0.358434400582674 0.000399850612073356 "mitotic apparatus protein p62 isoform X2" "genome"
"LOC105318647" 65.3193416386598 1.5764081116999 0.482935041378082 0.00338974419753349 "uncharacterized protein LOC105318647 isoform X1" "genome"
"LOC105342968" 9.47498584847156 1.57338457116166 0.38836643354347 0.000965425923566936 "molybdenum cofactor biosynthesis protein 1-like" "genome"
"LOC105333884" 29.8605886425912 1.56620279512351 0.334642892618415 0.000238177907273355 "glutathione S-transferase Y1" "genome"
"LOC105335878" 9.42387447796746 1.56146241708247 0.372719482023619 0.000778473409093352 "nacrein-like protein precursor" "genome"
"LOC105346089" 40.3969720220085 1.56070848178791 0.322866897137947 0.000186427787556088 "mammalian ependymin-related protein 1-like" "genome"
"LOC105328796" 96.9167294921916 1.53571175811539 0.270806449709631 2.22472633928251e-05 "maltase-glucoamylase, intestinal" "genome"
"LOC105341671" 149.225221713978 1.53413247868181 0.289053120011366 8.37559925459575e-05 "uncharacterized protein LOC105341671 isoform X2" "genome"
"LOC105326670" 190.812384605176 1.52815642715102 0.342516192542223 0.000573803645685149 "UPF0676 protein C1494.01-like" "genome"
"LOC105322832" 670.881473774905 1.51665384909537 0.26250542709883 1.91512144129628e-05 "uncharacterized protein LOC105322832" "genome"
"LOC117688991" 30.5764258430918 -1.50241721808372 0.41200528443406 0.00227748410093436 "ryncolin-1-like" "genome"
"LOC105336572" 150.395210576575 -1.50387775525379 0.32660473080839 0.000437264593330424 "cytochrome P450 2J2" "genome"
"LOC105328884" 213.328397157713 -1.51766447019749 0.289505269207045 0.000139728130101419 "uncharacterized protein LOC105328884" "genome"
"LOC105342747" 103.584256380802 -1.59206268287107 0.382662626268243 0.000749041038341094 "ryncolin-1" "genome"
"LOC117683139" 42.7434694372916 -1.59234546938924 0.452999500451996 0.00234765328756391 "complement C1q-like protein 4" "genome"
"LOC105333234" 309.310557592459 -1.6961933660668 0.392044627284465 0.000343093865274089 "fibroleukin isoform X1" "genome"
"LOC105344085" 2494.52034218833 -1.71815377592534 0.280793108751132 2.6907623802747e-06 "nucleolin isoform X1" "genome"
"LOC117681310" 181.017717032535 -1.74607942080158 0.352985681517773 7.82597086110608e-05 "perlucin-like protein" "genome"
"LOC117689883" 64.9825898606649 -1.79311480522428 0.479094416161694 0.00103792737463192 "short-chain collagen C4-like" "genome"
"LOC105326341" 11.9685288236035 -1.81606792563739 0.439335845808741 0.000456366442228102 "AAC-rich mRNA clone AAC4 protein-like" "genome"
"LOC117690533" 45.3104641011288 -1.83345340721137 0.596785813027137 0.00319195318931533 "serine/threonine-protein kinase TAO3-like" "genome"
"LOC117690221" 14.6225901232901 -1.90319422580991 0.548789554902445 0.00131136485725481 "uncharacterized protein LOC117690221" "genome"
"LOC105345603" 153.429580697177 -1.90695978715898 0.227210068931711 2.54395284799459e-10 "peptidyl-prolyl cis-trans isomerase B isoform X2" "genome"
"LOC105330645" 20.5215548085603 -1.95199135374588 0.480324071257363 0.000305162621766387 "uncharacterized protein LOC105330645 isoform X2" "genome"
"LOC117690337" 14.6471500765946 -2.01542859560264 0.440393864268082 0.000117188781592346 "uncharacterized protein LOC117690337 isoform X1" "genome"
"LOC105333611" 18.9453135492181 -2.06664436406782 0.499494408246055 0.000223278190871059 "uncharacterized protein LOC105333611" "genome"
"LOC105338263" 684.046831588755 -2.08605428424998 0.204285017442358 8.68387280103545e-15 "1-phosphatidylinositol 3-phosphate 5-kinase isoform X1" "genome"
"LOC105318074" 327.053225860038 -2.08933121532724 0.380519247626498 3.36697412316803e-06 "perlucin-like protein" "genome"
"LOC105347119" 64.5896290286827 -2.09504981813126 0.596244419465138 0.00100126977885595 "complement C1q tumor necrosis factor-related protein 3" "genome"
"LOC117681070" 14.0838307963951 -2.09851606330829 0.465037850824015 0.000106018985771249 "uncharacterized protein LOC117681070" "genome"
"LOC117682594" 62.5897557997121 -2.24277650807863 0.572680709066516 0.000269624793343029 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC109618415" 310.511122719841 -2.25808743710522 0.512785009460883 0.000100388190177415 "uncharacterized protein LOC109618415" "genome"
"LOC117688208" 298.189662672217 -2.29999937536163 0.537866373557618 0.000146120126803719 "uncharacterized protein LOC117688208" "genome"
"LOC109620821" 6.43757837238158 -2.37220784891236 0.455860417398357 4.12276848094775e-06 "uncharacterized protein LOC109620821" "genome"
"LOC105329127" 392.903446344678 -2.4618267922228 0.406364801084956 1.72331479073226e-07 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC117687908" 44.4642850595855 -2.47232668817493 0.570393443218299 6.73341049917971e-05 "perlucin-like protein" "genome"
"LOC117693057" 159.045591284745 -2.48273766918656 0.443130582184274 8.36797693458143e-07 "mucin-2-like" "genome"
"LOC117680587" 3624.00720918236 -2.52210742799981 0.497069534892482 5.70320731380548e-06 "fucolectin-like" "genome"
"LOC105345449" 891.173816948587 -2.61045130228873 0.569594216023023 1.64303464323365e-05 "fucolectin-7-like" "genome"
"LOC105330078" 3898.66797017441 -2.68694691210816 0.511376417855382 1.81271332816892e-06 "fucolectin" "genome"
"LOC105330893" 77.1484161704623 -2.69774533838133 0.23799049199348 0 "uncharacterized protein LOC105330893 isoform X2" "genome"
"LOC105339229" 18.2438650590377 -2.86777128688878 0.650794233279216 2.52887202094949e-05 "uncharacterized protein LOC105339229" "genome"
"LOC105330079" 1549.12004438018 -2.89564234237699 0.608526436391181 1.04221200995026e-05 "fucolectin" "genome"
"LOC105348557" 1646.10876020095 -2.93428615393986 0.606594742635354 6.54651991790773e-06 "fucolectin" "genome"
"LOC117682508" 1651.19469464946 -2.93862148185627 0.603468578061957 4.92172542838895e-06 "fucolectin-like" "genome"
"LOC117682921" 78.9537412535381 -2.96280973520254 0.707624458501876 5.12948368870488e-05 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105329128" 284.677821842146 -3.02887308333661 0.512300192733644 9.5837924477719e-08 "complement C1q tumor necrosis factor-related protein 3" "genome"
"LOC105342962" 18.2540023000465 -3.13263166175125 0.581270155894561 3.5354528167083e-07 "perlucin-like protein" "genome"
