"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "description" "feature"
"LOC105347119" 64.5896290286827 -1.64676150212419 0.740181282676503 1.32725541413331e-05 0.00288491771112362 "complement C1q tumor necrosis factor-related protein 3" "genome"
"LOC117681310" 181.017717032535 -1.66865124370321 0.358961041957942 3.0598385843811e-08 2.10610389673276e-05 "perlucin-like protein" "genome"
"LOC105344085" 2494.52034218833 -1.69164673814549 0.276824566011237 3.45058628968326e-11 4.27510388360308e-08 "nucleolin isoform X1" "genome"
"LOC105330645" 20.5215548085603 -1.73473132209503 0.533220963570687 1.85787148851359e-06 0.000648397149491243 "uncharacterized protein LOC105330645 isoform X2" "genome"
"LOC105333611" 18.9453135492181 -1.83089874906122 0.544447589266417 1.39513904858882e-06 0.000523790158863369 "uncharacterized protein LOC105333611" "genome"
"LOC105340530" 77.0858464556867 -1.83304165476146 1.27415681460561 2.33022581104558e-05 0.00427708632384432 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC117690337" 14.6471500765946 -1.86450195908576 0.44429733344104 1.71667353354441e-07 9.17092985703025e-05 "uncharacterized protein LOC117690337 isoform X1" "genome"
"LOC105345603" 153.429580697177 -1.87402234624104 0.221990230710026 2.9940209373996e-18 9.27360560097809e-15 "peptidyl-prolyl cis-trans isomerase B isoform X2" "genome"
"LOC117682594" 62.5897557997121 -1.900530503386 0.64915782365628 2.97198177114161e-06 0.000932186535533139 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC117681070" 14.0838307963951 -1.90973179183593 0.480164446716776 3.11486902524385e-07 0.000151339881522583 "uncharacterized protein LOC117681070" "genome"
"LOC105318074" 327.053225860038 -1.98126756323593 0.365723152369897 1.58024479214941e-09 1.63153690436125e-06 "perlucin-like protein" "genome"
"LOC109618415" 310.511122719841 -2.01979732092702 0.528716190056113 4.12677140635077e-07 0.00018592230668721 "uncharacterized protein LOC109618415" "genome"
"LOC117688208" 298.189662672217 -2.02660864826772 0.567700300758098 7.22018571011964e-07 0.000308463761570784 "uncharacterized protein LOC117688208" "genome"
"LOC109620821" 6.43757837238158 -2.17935605739066 0.447451811089333 1.12043424357072e-08 8.67601253794966e-06 "uncharacterized protein LOC109620821" "genome"
"LOC117680587" 3624.00720918236 -2.29652829228212 0.490585100995308 1.57625293462562e-08 1.18357489294207e-05 "fucolectin-like" "genome"
"LOC117693057" 159.045591284745 -2.30040695612181 0.432339163443013 9.55848525738216e-10 1.02978133127249e-06 "mucin-2-like" "genome"
"LOC105329127" 392.903446344678 -2.30783881335998 0.394698153312762 5.82237437982164e-11 6.87012451226669e-08 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105345449" 891.173816948587 -2.30809401479415 0.588345976092218 1.73951210008645e-07 9.17092985703025e-05 "fucolectin-7-like" "genome"
"LOC105330078" 3898.66797017441 -2.44606151002215 0.513245842411 5.96212492185019e-09 5.47168494216762e-06 "fucolectin" "genome"
"LOC117682921" 78.9537412535381 -2.47697090118324 0.842956650583855 1.05571653494779e-06 0.000415231746340812 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC105330079" 1549.12004438018 -2.5681628972327 0.649394610536117 7.370033525054e-08 4.24702466784449e-05 "fucolectin" "genome"
"LOC105348557" 1646.10876020095 -2.61302827470902 0.648281067301113 5.0034204334236e-08 3.09949387299508e-05 "fucolectin" "genome"
"LOC117682508" 1651.19469464946 -2.62151941809927 0.644250854448591 4.27160469060386e-08 2.78542349022298e-05 "fucolectin-like" "genome"
"LOC105329128" 284.677821842146 -2.80560608720453 0.543316249646531 1.35391287005478e-10 1.52493668214033e-07 "complement C1q tumor necrosis factor-related protein 3" "genome"
