"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis" "geneID"
"LOC105331766" 17.8647377349971 -0.975865962041098 0.486481281502599 0.00146684432910395 0.0475754797995477 "uncharacterized" "uncharacterized protein LOC105331766" "genome" 1 -1 "diploid_desiccation" 105331766
"LOC105330331" 22.0417604919714 -0.970936456409738 0.431624883713448 0.000884528870465481 0.0348996793097473 "uncharacterized" "uncharacterized protein LOC105330331" "genome" 1 -1 "diploid_desiccation" 105330331
"LOC105317177" 78.9426716865084 -0.956488883806072 0.312342536576893 9.75360144354453e-05 0.00764830994746706 "characterized" "cilia- and flagella-associated protein 53" "genome" 1 -1 "diploid_desiccation" 105317177
"LOC105334668" 11.1164494303483 -0.946793246643524 0.410332984633178 0.000846132419175661 0.0342673136941149 "characterized" "glycine receptor subunit alpha-3-like" "genome" 1 -1 "diploid_desiccation" 105334668
"LOC105327687" 10.6275036136164 -0.926069619180422 0.403601816400874 0.000868154547735339 0.0344433444390763 "uncharacterized" "uncharacterized protein LOC105327687" "genome" 1 -1 "diploid_desiccation" 105327687
"LOC105323716" 11.6995728995634 -0.91220672821649 0.36576613074514 0.000539635045866907 0.0248232121098777 "uncharacterized" "uncharacterized protein LOC105323716 isoform X2" "genome" 1 -1 "diploid_desiccation" 105323716
"LOC105325754" 50.1901729120493 -0.910422263702017 0.377638432726549 0.000627506276589658 0.0279905830042417 "uncharacterized" "uncharacterized protein LOC105325754" "genome" 1 -1 "diploid_desiccation" 105325754
"LOC105337362" 16.5517993662796 -0.878661930925091 0.243152837210166 1.76461950669939e-05 0.00216459992821792 "characterized" "F-box only protein 9" "genome" 1 -1 "diploid_desiccation" 105337362
"LOC105341745" 106.665378423311 -0.877731300334536 0.196088248611382 4.36485519541565e-07 0.000109883709039818 "characterized" "ATP-binding cassette sub-family F member 2" "genome" 1 -1 "diploid_desiccation" 105341745
"LOC105346047" 48.4243591807891 -0.876667732093364 0.417657965910018 0.00127145803406636 0.044114352518823 "characterized" "bone morphogenetic protein 1-like" "genome" 1 -1 "diploid_desiccation" 105346047
"LOC105336243" 26.4259406019119 -0.856513808959055 0.397846240537519 0.00119260490639165 0.0420288904027821 "uncharacterized" "uncharacterized protein LOC105336243 isoform X2" "genome" 1 -1 "diploid_desiccation" 105336243
"LOC105331286" 53.4764138809675 -0.856319970988206 0.295613058923743 0.000176515886138345 0.0114715462444875 "characterized" "phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN" "genome" 1 -1 "diploid_desiccation" 105331286
"LOC105331673" 44.4675845768379 -0.850026946114225 0.273404515833528 9.25217390872873e-05 0.00734645642810926 "characterized" "voltage-dependent R-type calcium channel subunit alpha-1E" "genome" 1 -1 "diploid_desiccation" 105331673
"LOC105317094" 8.44863467067819 -0.849724944718594 0.36275302133907 0.000852510541796012 0.034416965670482 "uncharacterized" "uncharacterized protein LOC105317094" "genome" 1 -1 "diploid_desiccation" 105317094
"LOC117682635" 27.1281541591842 -0.846630720658324 0.404138920696557 0.00132688204181115 0.0452606323566811 "uncharacterized" "uncharacterized protein LOC117682635" "genome" 1 -1 "diploid_desiccation" 117682635
"LOC105336690" 18.7784811924499 -0.845697982032618 0.323782523618987 0.000423619011819587 0.0206795240055603 "characterized" "valine--tRNA ligase" "genome" 1 -1 "diploid_desiccation" 105336690
"LOC105317667" 90.065831422223 -0.84536426697072 0.268769543368192 8.23853392987988e-05 0.00673728996932399 "uncharacterized" "uncharacterized protein LOC105317667 isoform X1" "genome" 1 -1 "diploid_desiccation" 105317667
"LOC105342713" 60.6677458749382 -0.841145533807553 0.307349925528569 0.000284223518850322 0.0158113590538562 "characterized" "stimulated by retinoic acid gene 6 protein-like isoform X1" "genome" 1 -1 "diploid_desiccation" 105342713
"LOC105346803" 184.684065761765 -0.839265768781325 0.284484168259191 0.000151743854981827 0.010297058187703 "characterized" "fibrillin-2" "genome" 1 -1 "diploid_desiccation" 105346803
"LOC105336201" 100.092695925663 -0.833072280859891 0.274664896107778 0.000118222774035813 0.00879529201063943 "characterized" "allene oxide synthase-lipoxygenase protein" "genome" 1 -1 "diploid_desiccation" 105336201
"LOC105332262" 50.2612934736221 -0.8328692519895 0.265254384832231 8.51144109123882e-05 0.00690148036957398 "characterized" "cystatin-B" "genome" 1 -1 "diploid_desiccation" 105332262
"LOC105340685" 298.63187668915 -0.830461769802966 0.260461186985196 7.52394622076609e-05 0.00623282402080432 "characterized" "neuronal PAS domain-containing protein 4" "genome" 1 -1 "diploid_desiccation" 105340685
"LOC105343602" 38.1642872884935 -0.819013199646567 0.161295898735433 2.7511680189042e-08 1.12013513212236e-05 "characterized" "zinc finger protein 593 isoform X1" "genome" 1 -1 "diploid_desiccation" 105343602
"LOC105339786" 46.5081551679018 -0.816639281136508 0.339579184933157 0.000680689206615039 0.0295929147988384 "characterized" "SAM pointed domain-containing Ets transcription factor isoform X1" "genome" 1 -1 "diploid_desiccation" 105339786
"LOC105322331" 62.5647866006389 -0.809093341540351 0.251176677457078 6.80886984024823e-05 0.00581672023495491 "uncharacterized" "uncharacterized protein LOC105322331 isoform X2" "genome" 1 -1 "diploid_desiccation" 105322331
"LOC105346283" 46.7865925327116 -0.808116334147432 0.29997929039586 0.000335203451048232 0.0178675577695236 "characterized" "divergent protein kinase domain 1B" "genome" 1 -1 "diploid_desiccation" 105346283
"LOC105338465" 23.1415978274773 -0.80433391837069 0.311118623013474 0.000449867458184208 0.0217940852653494 "characterized" "organic cation transporter protein" "genome" 1 -1 "diploid_desiccation" 105338465
"LOC105343805" 112.065755161963 -0.784750534337915 0.298914372764287 0.000406085383074833 0.0202164265553266 "uncharacterized" "uncharacterized protein LOC105343805" "genome" 1 -1 "diploid_desiccation" 105343805
"LOC117685057" 9.6339219104575 -0.768081604401345 0.360193941925627 0.00147711168306638 0.0477923744578712 "characterized" "GA-binding protein subunit beta-1-like" "genome" 1 -1 "diploid_desiccation" 117685057
"LOC105334969" 134.601834263604 -0.751150726168148 0.336405559040622 0.00110282944274062 0.0403513273733931 "uncharacterized" "uncharacterized protein LOC105334969 isoform X1" "genome" 1 -1 "diploid_desiccation" 105334969
"LOC105322353" 43.592427365367 -0.731945160336968 0.214043951852641 3.79227028451624e-05 0.00377962938356785 "characterized" "cleft lip and palate transmembrane protein 1 homolog" "genome" 1 -1 "diploid_desiccation" 105322353
"LOC105339977" 67.0075803483327 -0.726963031593526 0.232986726602477 0.00010264561485855 0.00795233395114658 "uncharacterized" "uncharacterized protein LOC105339977" "genome" 1 -1 "diploid_desiccation" 105339977
"LOC109618835" 15.4423828735316 -0.720624584758718 0.319021286709095 0.00116336874833303 0.0416851391105271 "characterized" "E3 ubiquitin-protein ligase TRIM33" "genome" 1 -1 "diploid_desiccation" 109618835
"LOC105346619" 46.9577928319762 -0.717975084936564 0.234228592162225 0.000124494310564308 0.009105431524768 "characterized" "aquaporin-5" "genome" 1 -1 "diploid_desiccation" 105346619
"LOC117682353" 61.3205152056946 -0.705001057643857 0.2107965927983 4.98212776515608e-05 0.00467343122127582 "uncharacterized" "uncharacterized protein LOC117682353" "genome" 1 -1 "diploid_desiccation" 117682353
"LOC109621176" 25.5778027865037 -0.699191137977394 0.308185007923699 0.00111971353278888 0.0407354337708137 "uncharacterized" "uncharacterized protein LOC109621176 isoform X1" "genome" 1 -1 "diploid_desiccation" 109621176
"LOC105333508" 54.9758067960138 -0.693294994418137 0.234112686734765 0.000180845644048388 0.0115741212190969 "uncharacterized" "uncharacterized protein LOC105333508" "genome" 1 -1 "diploid_desiccation" 105333508
"LOC117690986" 21.7651638228487 -0.686988909681303 0.283132945363756 0.000794459195197258 0.0329064310807245 "characterized" "tripartite motif-containing protein 2-like isoform X2" "genome" 1 -1 "diploid_desiccation" 117690986
"LOC117689262" 100.940309526326 -0.684393824195648 0.234887870655893 0.000207123821336485 0.012622679761449 "uncharacterized" "uncharacterized protein LOC117689262" "genome" 1 -1 "diploid_desiccation" 117689262
"LOC105325873" 62.6784702437568 -0.675227990982923 0.229666720019794 0.000198228332234264 0.0122760432544818 "characterized" "mucolipin-3 isoform X1" "genome" 1 -1 "diploid_desiccation" 105325873
"LOC105324900" 116.766763598984 -0.67346227662395 0.26374530145657 0.000578385351698139 0.0260423108002249 "characterized" "GTPase IMAP family member 7" "genome" 1 -1 "diploid_desiccation" 105324900
"LOC105339094" 16.8415196725321 -0.673288750868534 0.275613562467036 0.000818256149811731 0.0334295914384329 "uncharacterized" "uncharacterized protein C7orf57" "genome" 1 -1 "diploid_desiccation" 105339094
"LOC105322785" 184.63625023493 -0.672905874805866 0.237959491362249 0.000261410206621212 0.0148879336723319 "characterized" "calponin homology domain-containing protein DDB_G0272472 isoform X1" "genome" 1 -1 "diploid_desiccation" 105322785
"LOC117680295" 65.0796654363991 -0.671256817656982 0.26266546082223 0.000577518495021963 0.0260423108002249 "characterized" "trichohyalin-like" "genome" 1 -1 "diploid_desiccation" 117680295
"LOC105328744" 52.0877268157657 -0.662694780839217 0.204194169360435 7.61296892805169e-05 0.00627938678479298 "characterized" "PHD finger protein 20-like protein 1 isoform X1" "genome" 1 -1 "diploid_desiccation" 105328744
"LOC105318915" 194.203788950344 -0.660680434617239 0.15456466711744 1.39471969119924e-06 0.000299722800665352 "characterized" "sperm flagellar protein 2 isoform X1" "genome" 1 -1 "diploid_desiccation" 105318915
"LOC105333854" 21.603346844406 -0.656524239058778 0.229153817699018 0.000261249074824925 0.0148879336723319 "uncharacterized" "uncharacterized protein LOC105333854" "genome" 1 -1 "diploid_desiccation" 105333854
"LOC105330263" 135.207556080066 -0.654020135258816 0.184448480004758 2.6364599108949e-05 0.00286622019071099 "uncharacterized" "uncharacterized protein LOC105330263" "genome" 1 -1 "diploid_desiccation" 105330263
"LOC105342540" 16.1573758738994 -0.653849240187657 0.245807910457095 0.000475688918199 0.0225395103467265 "characterized" "m7GpppX diphosphatase" "genome" 1 -1 "diploid_desiccation" 105342540
"LOC105320188" 32.2146050199573 -0.645956070315622 0.224881938321171 0.000250748554336601 0.0144093823897454 "characterized" "LOW QUALITY PROTEIN: ATP-binding cassette sub-family F member 3" "genome" 1 -1 "diploid_desiccation" 105320188
"LOC105337220" 163.918280763718 -0.642754759032939 0.208151869807137 0.000129049474827712 0.00924902902735244 "characterized" "UPF0394 inner membrane protein YeeE" "genome" 1 -1 "diploid_desiccation" 105337220
"LOC117682947" 102.055546291407 -0.64056937841369 0.186935541009256 4.19799260010384e-05 0.00407780641601965 "characterized" "GTPase IMAP family member 4-like isoform X3" "genome" 1 -1 "diploid_desiccation" 117682947
"LOC105330969" 16.0648445023596 -0.633975944878925 0.235844294408042 0.000459352668348558 0.022030507923604 "characterized" "oxidoreductase HTATIP2-like" "genome" 1 -1 "diploid_desiccation" 105330969
"LOC117680436" 47.2854438585191 -0.633888577179526 0.249568710055607 0.000645926110914839 0.0286785198572305 "uncharacterized" "uncharacterized protein LOC117680436 isoform X1" "genome" 1 -1 "diploid_desiccation" 117680436
"LOC105346238" 60.0436355327763 -0.624909683862611 0.252490094210913 0.000772609388000013 0.0323515388375673 "characterized" "cyclic nucleotide-binding domain-containing protein 2 isoform X1" "genome" 1 -1 "diploid_desiccation" 105346238
"LOC105341352" 46.5747446487819 -0.608999871924438 0.168217405404972 2.28277320730812e-05 0.00259067378278734 "characterized" "serum response factor" "genome" 1 -1 "diploid_desiccation" 105341352
"LOC105323703" 124.653804022656 -0.608559421376281 0.147709396019582 2.99903397340182e-06 0.000548471993983509 "characterized" "enolase 4 isoform X5" "genome" 1 -1 "diploid_desiccation" 105323703
"LOC105325169" 54.7036653586389 -0.605122250931149 0.187627057220399 9.17787794987215e-05 0.00731782801869806 "characterized" "glycerol-3-phosphate acyltransferase 3" "genome" 1 -1 "diploid_desiccation" 105325169
"LOC105341469" 65.9940011896764 -0.602772498140367 0.219015598001449 0.000386820117385868 0.0195987647370362 "characterized" "mediator of DNA damage checkpoint protein 1" "genome" 1 -1 "diploid_desiccation" 105341469
"LOC105322992" 169.319024776527 -0.598034938341232 0.207550478729195 0.000265926637320705 0.0150790493970242 "uncharacterized" "uncharacterized protein LOC105322992 isoform X1" "genome" 1 -1 "diploid_desiccation" 105322992
"LOC105324844" 157.836064525165 -0.597790426827471 0.145014706926348 2.97968831234504e-06 0.000548471993983509 "characterized" "ribosomal protein S6 kinase beta-1" "genome" 1 -1 "diploid_desiccation" 105324844
"LOC105344109" 36.4814642251994 -0.597061448037741 0.23428558074765 0.000697740343834503 0.0301323855788088 "characterized" "sodium- and chloride-dependent GABA transporter ine" "genome" 1 -1 "diploid_desiccation" 105344109
"LOC105342093" 203.446570651668 -0.59345260678483 0.264188341878712 0.00142062403547441 0.0469517470515341 "characterized" "zinc metalloproteinase nas-13" "genome" 1 -1 "diploid_desiccation" 105342093
"LOC117685798" 70.0914235799879 -0.593317993848804 0.146033999210101 3.94736573405827e-06 0.000668467174220699 "characterized" "fucolectin-like" "genome" 1 -1 "diploid_desiccation" 117685798
"LOC105344142" 77.2038908440519 -0.578625863334505 0.23866971273012 0.000966571034063241 0.0369187690775133 "characterized" "sterol O-acyltransferase 1 isoform X1" "genome" 1 -1 "diploid_desiccation" 105344142
"LOC105348019" 1672.64130865484 -0.576605405646198 0.145179324433024 5.84632059739731e-06 0.000902219281869314 "uncharacterized" "uncharacterized protein LOC105348019 isoform X1" "genome" 1 -1 "diploid_desiccation" 105348019
"LOC105331285" 46.4137241165484 -0.565030967846872 0.249578206891028 0.00148257054872325 0.0478422765942126 "characterized" "probable mitochondrial pyruvate carrier 1 isoform X2" "genome" 1 -1 "diploid_desiccation" 105331285
"LOC105327101" 171.456666751342 -0.559265696981508 0.166981995935509 6.48065301817896e-05 0.00561148308397614 "characterized" "3'-5' RNA helicase YTHDC2" "genome" 1 -1 "diploid_desiccation" 105327101
"LOC105322996" 101.502962096059 -0.550273912935726 0.206217050542822 0.000546870729496012 0.0249164720943707 "characterized" "AMME syndrome candidate gene 1 protein homolog" "genome" 1 -1 "diploid_desiccation" 105322996
"LOC105341883" 71.7075881223309 -0.549958853889257 0.222405986184033 0.000922332977486731 0.0358583643283532 "characterized" "negative elongation factor A" "genome" 1 -1 "diploid_desiccation" 105341883
"LOC105325751" 87.5330573060011 -0.548203385946196 0.182483104311464 0.000206936770958901 0.012622679761449 "characterized" "stimulated by retinoic acid gene 6 protein-like isoform X2" "genome" 1 -1 "diploid_desiccation" 105325751
"LOC105331629" 210.826028902673 -0.546361927690247 0.187248220045084 0.000269928130418716 0.0151921903049781 "characterized" "phosphate carrier protein, mitochondrial-like" "genome" 1 -1 "diploid_desiccation" 105331629
"LOC105347151" 199.962500290697 -0.544695379482743 0.135189828102862 5.0427186218037e-06 0.000820792542273902 "uncharacterized" "uncharacterized protein C2orf81 homolog" "genome" 1 -1 "diploid_desiccation" 105347151
"LOC105339182" 49.6063871779192 -0.538013102384902 0.16511745407817 9.5747668788777e-05 0.0075400304112841 "characterized" "ribosome biogenesis regulatory protein homolog" "genome" 1 -1 "diploid_desiccation" 105339182
"LOC105329245" 73.8304169528287 -0.533177227442795 0.191170581851521 0.000415584089580995 0.0204480856865434 "characterized" "translin-associated factor X-interacting protein 1" "genome" 1 -1 "diploid_desiccation" 105329245
"LOC105338401" 36.0379858709743 -0.52471335725186 0.220497468099636 0.00127252939958143 0.044114352518823 "uncharacterized" "uncharacterized protein LOC105338401 isoform X1" "genome" 1 -1 "diploid_desiccation" 105338401
"LOC117691794" 56.9069651568246 -0.521385209631869 0.219267501324245 0.00126904175859412 0.044114352518823 "uncharacterized" "uncharacterized protein LOC117691794" "genome" 1 -1 "diploid_desiccation" 117691794
"LOC105319827" 42.1422214681971 -0.508322192598109 0.216014627339886 0.0014135500457346 0.0469313428535958 "characterized" "adenylosuccinate synthetase" "genome" 1 -1 "diploid_desiccation" 105319827
"LOC105317217" 32.2444143082372 -0.506498348354213 0.173195141871994 0.000307882342604187 0.0167376037161185 "characterized" "transmembrane protein 164" "genome" 1 -1 "diploid_desiccation" 105317217
"LOC105326999" 188.692747638186 -0.505011855802864 0.140142125344319 3.00243046640867e-05 0.00313959067787958 "characterized" "serine/arginine-rich splicing factor 6 isoform X4" "genome" 1 -1 "diploid_desiccation" 105326999
"LOC105321266" 55.5753131156489 -0.504983901002497 0.213797875542347 0.00139910541336137 0.0468064356469984 "characterized" "max-binding protein MNT" "genome" 1 -1 "diploid_desiccation" 105321266
"LOC105326215" 210.790070902774 -0.493749925504463 0.163773990534134 0.000234282386186071 0.0137761359202272 "characterized" "Wilms tumor protein 1-interacting protein homolog" "genome" 1 -1 "diploid_desiccation" 105326215
"LOC105330907" 99.6611815350462 -0.484937722974358 0.201644289775009 0.00131261363096327 0.0449341224366962 "characterized" "DNA damage-regulated autophagy modulator protein 1" "genome" 1 -1 "diploid_desiccation" 105330907
"LOC105338955" 83.0810543663735 -0.484713741976649 0.192237694774058 0.00098490891156674 0.0373568526299313 "characterized" "transgelin-3 isoform X1" "genome" 1 -1 "diploid_desiccation" 105338955
"LOC105333258" 98.1857157683949 -0.479315724545317 0.193800328003987 0.00114733372295646 0.0413944957939051 "characterized" "clustered mitochondria protein homolog" "genome" 1 -1 "diploid_desiccation" 105333258
"LOC105328492" 52.9586576496559 -0.476876644715837 0.180940467563338 0.000750525984413376 0.0317043382731443 "characterized" "ATP-binding cassette sub-family G member 5 isoform X1" "genome" 1 -1 "diploid_desiccation" 105328492
"LOC105347787" 122.922088332424 -0.467021234306092 0.173807472350938 0.000676046246282461 0.0295063224408871 "uncharacterized" "uncharacterized protein LOC105347787" "genome" 1 -1 "diploid_desiccation" 105347787
"LOC105329100" 204.862146601826 -0.460770970249849 0.177130587583802 0.000869363261082455 0.0344433444390763 "characterized" "CAP-Gly domain-containing linker protein 1 isoform X1" "genome" 1 -1 "diploid_desiccation" 105329100
"LOC105338167" 36.0762381853811 -0.449416425362938 0.177415891416207 0.00111474474106875 0.040631914981127 "characterized" "cytochrome P450 4c21 isoform X1" "genome" 1 -1 "diploid_desiccation" 105338167
"LOC105334216" 209.029116406329 -0.449142260188906 0.138245841735044 0.00012684482874765 0.00915963261477371 "characterized" "alpha-taxilin isoform X1" "genome" 1 -1 "diploid_desiccation" 105334216
