"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis" "geneID"
"LOC117680587" 210.291628477426 -1.5209179178414 0.592217025947613 0.000313306228123458 0.0162919238624198 "characterized" "fucolectin-like" "genome" 1 -1 "triploid_desiccation" 117680587
"LOC105329069" 1570.94446835797 -1.4693992694153 0.387500553604931 6.04489480860092e-06 0.000782584588600389 "characterized" "L-rhamnose-binding lectin CSL3 isoform X1" "genome" 1 -1 "triploid_desiccation" 105329069
"LOC105345813" 69.9794898262193 -1.46739150256866 0.332638534646626 4.67611169614509e-07 9.33829454893996e-05 "characterized" "CCAAT/enhancer-binding protein gamma" "genome" 1 -1 "triploid_desiccation" 105345813
"LOC105322914" 124.313943761819 -1.45104589071288 0.48742899380566 0.000103622571367958 0.00728436349210894 "uncharacterized" "uncharacterized protein LOC105322914" "genome" 1 -1 "triploid_desiccation" 105322914
"LOC105337779" 14.2047701877917 -1.39852445196251 0.325205655612085 8.21190794423914e-07 0.000152627659335898 "characterized" "microfibril-associated glycoprotein 4" "genome" 1 -1 "triploid_desiccation" 105337779
"LOC105345896" 30.3664505162306 -1.39704869458748 0.591126419501689 0.000551513142965106 0.0242459126926018 "uncharacterized" "uncharacterized protein LOC105345896" "genome" 1 -1 "triploid_desiccation" 105345896
"LOC105330265" 125.73852818678 -1.35350431360675 0.453232863588102 0.000101681522946624 0.00720288886322276 "characterized" "fibroleukin isoform X1" "genome" 1 -1 "triploid_desiccation" 105330265
"LOC105337068" 49.5784726531275 -1.34517017061828 0.641960268651559 0.000986162127638936 0.0356463958631907 "characterized" "hemagglutinin/amebocyte aggregation factor" "genome" 1 -1 "triploid_desiccation" 105337068
"LOC105317495" 13.5514913198261 -1.33775075274639 0.337681657676089 3.71758383690356e-06 0.000540980494467857 "characterized" "prolyl 4-hydroxylase subunit alpha-1" "genome" 1 -1 "triploid_desiccation" 105317495
"LOC105345449" 76.546009311757 -1.33227751479773 0.483520274487568 0.000201753810698739 0.012023246141069 "characterized" "fucolectin-7-like" "genome" 1 -1 "triploid_desiccation" 105345449
"LOC105328008" 139.760634304077 -1.31763001565469 0.445220122031728 0.000112671164919185 0.00773278498077461 "characterized" "calmodulin-A" "genome" 1 -1 "triploid_desiccation" 105328008
"LOC117681326" 343.175112669387 -1.2668645149911 0.29912047700349 1.02934106796629e-06 0.000185796062767916 "uncharacterized" "uncharacterized protein LOC117681326" "genome" 1 -1 "triploid_desiccation" 117681326
"LOC117682935" 101.945356005648 -1.26243738216127 0.473526548308518 0.000264813176193965 0.0146208027750386 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 -1 "triploid_desiccation" 117682935
"LOC117682926" 89.7073392169305 -1.25373263117676 0.450698914508394 0.000193350957789622 0.0117083360633122 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 -1 "triploid_desiccation" 117682926
"LOC105343978" 236.19989556029 -1.24392381687801 0.379582414912981 4.24900620613394e-05 0.00364211618728522 "characterized" "dopamine beta-hydroxylase isoform X2" "genome" 1 -1 "triploid_desiccation" 105343978
"LOC105336630" 30.8631249367894 -1.2415623279019 0.592346745013893 0.00102502883054111 0.0365814471614406 "characterized" "complement C1q-like protein 4 isoform X1" "genome" 1 -1 "triploid_desiccation" 105336630
"LOC117690074" 20.353749070422 -1.20787306340551 0.496266368925344 0.000500551333417496 0.0230868541300079 "uncharacterized" "uncharacterized protein LOC117690074 isoform X1" "genome" 1 -1 "triploid_desiccation" 117690074
"LOC105339575" 44.179734661293 -1.20020601170318 0.313994247347727 5.58126219255161e-06 0.000732667509640412 "characterized" "betaine--homocysteine S-methyltransferase 1" "genome" 1 -1 "triploid_desiccation" 105339575
"LOC105326965" 12.2406152457415 -1.19509952058518 0.410012523040977 0.000144052031362333 0.00926076963264971 "uncharacterized" "uncharacterized protein LOC105326965" "genome" 1 -1 "triploid_desiccation" 105326965
"LOC105328223" 26.6616875457966 -1.18800361895016 0.30435646481588 4.23674210274546e-06 0.000600445948258315 "uncharacterized" "uncharacterized protein DDB_G0271670" "genome" 1 -1 "triploid_desiccation" 105328223
"LOC105337888" 145.938769029358 -1.18413783631171 0.245695266861668 7.26534506509147e-08 2.03559787405817e-05 "characterized" "protein shisa-5" "genome" 1 -1 "triploid_desiccation" 105337888
"LOC117692599" 9.67588297912854 -1.17286610427969 0.426747060601801 0.000233735955416762 0.013255865121098 "characterized" "serine-rich adhesin for platelets-like" "genome" 1 -1 "triploid_desiccation" 117692599
"LOC105333819" 27.1255501445558 -1.17123394260298 0.437854912895303 0.000268398617142859 0.0147753045190785 "characterized" "cytochrome P450 2C39 isoform X3" "genome" 1 -1 "triploid_desiccation" 105333819
"LOC105336849" 13.197188581066 -1.16919094251412 0.487026460060838 0.000572999073052081 0.0250448144256602 "uncharacterized" "uncharacterized protein LOC105336849 isoform X1" "genome" 1 -1 "triploid_desiccation" 105336849
"LOC117683047" 37.0530533947245 -1.1637799630621 0.308787279371618 7.43766114335258e-06 0.000930798499886764 "characterized" "GTPase IMAP family member 4-like" "genome" 1 -1 "triploid_desiccation" 117683047
"LOC105335840" 64.9311875365087 -1.15325287334405 0.631176350650386 0.00170129915610781 0.0492541693097018 "uncharacterized" "uncharacterized protein LOC105335840 isoform X3" "genome" 1 -1 "triploid_desiccation" 105335840
"LOC105329128" 102.826575504408 -1.1347880740513 0.510294078893214 0.000804880222787456 0.0311940315097117 "characterized" "complement C1q tumor necrosis factor-related protein 3" "genome" 1 -1 "triploid_desiccation" 105329128
"LOC105334781" 142.037350733504 -1.10574638596006 0.227338684645218 5.89269428775571e-08 1.70181011030385e-05 "uncharacterized" "uncharacterized protein LOC105334781" "genome" 1 -1 "triploid_desiccation" 105334781
"LOC105318706" 24.8380328948188 -1.10070510814115 0.512507780520201 0.000987434788454035 0.0356463958631907 "characterized" "basic salivary proline-rich protein 1 isoform X1" "genome" 1 -1 "triploid_desiccation" 105318706
"LOC105336354" 15.3768293075648 -1.08900859703457 0.459682150670139 0.000640582097262902 0.0267769561156939 "characterized" "hemagglutinin/amebocyte aggregation factor isoform X1" "genome" 1 -1 "triploid_desiccation" 105336354
"LOC105332536" 8.64780911942965 -1.08890680673709 0.391404939497131 0.00022832457887853 0.01306740547167 "characterized" "complement C1q-like protein 4" "genome" 1 -1 "triploid_desiccation" 105332536
"LOC105340898" 75.0035343135266 -1.08088250060059 0.279534529831988 5.16591260197756e-06 0.000697658355139012 "uncharacterized" "uncharacterized protein LOC105340898 isoform X1" "genome" 1 -1 "triploid_desiccation" 105340898
"LOC117692915" 18.8552697078256 -1.07006031308438 0.447528475782564 0.000610105707823202 0.0261481834412263 "characterized" "ammonium transporter 1 member 3-like isoform X2" "genome" 1 -1 "triploid_desiccation" 117692915
"LOC105340509" 40.780480941654 -1.05676848762468 0.241604068462218 6.15847513489781e-07 0.00011677464164879 "uncharacterized" "uncharacterized protein LOC105340509" "genome" 1 -1 "triploid_desiccation" 105340509
"LOC105327342" 27.7281427883694 -1.05016904228771 0.5308877983539 0.00135126151580879 0.0430660121812607 "characterized" "receptor-type tyrosine-protein phosphatase alpha isoform X3" "genome" 1 -1 "triploid_desiccation" 105327342
"LOC105323180" 20.7248967575356 -1.04884459832101 0.29978162931645 2.14185672175436e-05 0.00216166313875123 "uncharacterized" "uncharacterized protein LOC105323180" "genome" 1 -1 "triploid_desiccation" 105323180
"LOC105321535" 5318.93598308227 -1.0378589117097 0.435745620577531 0.00057926195236845 0.0251129454269296 "characterized" "histidine-rich glycoprotein-like" "genome" 1 -1 "triploid_desiccation" 105321535
"LOC105343515" 45.2516410768242 -1.03713760790391 0.486917539965275 0.00104829528879885 0.0369898480476166 "uncharacterized" "uncharacterized protein LOC105343515 isoform X1" "genome" 1 -1 "triploid_desiccation" 105343515
"LOC117681168" 172.779127502845 -1.03456977376766 0.303086478998523 2.82256966426484e-05 0.00266257677073264 "characterized" "complement C1q-like protein 3 isoform X2" "genome" 1 -1 "triploid_desiccation" 117681168
"LOC105336381" 12.0411440601317 -1.01550308385115 0.474170973989225 0.00105250938896156 0.0370688672600119 "characterized" "LOW QUALITY PROTEIN: protocadherin-11 X-linked" "genome" 1 -1 "triploid_desiccation" 105336381
"LOC105330682" 30.4038991324977 -0.989725991917504 0.37905963528994 0.000351029434589579 0.0176662856464225 "characterized" "regucalcin" "genome" 1 -1 "triploid_desiccation" 105330682
"LOC105336215" 60.0357125654999 -0.987211093222299 0.164794669543729 1.29292148712238e-10 7.35476428977615e-08 "characterized" "serine/threonine-protein kinase Nek6 isoform X1" "genome" 1 -1 "triploid_desiccation" 105336215
"LOC105327104" 35.860061634166 -0.98602213108227 0.260841732064486 7.60162478417495e-06 0.000938800660845607 "characterized" "collagen alpha-1(XII) chain" "genome" 1 -1 "triploid_desiccation" 105327104
"LOC105347308" 14.8927240512452 -0.966307666820046 0.285045621965495 3.32704139583152e-05 0.00307097640922331 "characterized" "myeloid differentiation primary response protein MyD88" "genome" 1 -1 "triploid_desiccation" 105347308
"LOC105343727" 50.7978729026478 -0.946080356281354 0.287250369255492 4.39364652144398e-05 0.00371520416669128 "characterized" "collagen alpha-3(VI) chain-like" "genome" 1 -1 "triploid_desiccation" 105343727
"LOC105326445" 959.969125960911 -0.938856714398266 0.29461111670465 6.70509627956924e-05 0.00528857425882663 "uncharacterized" "uncharacterized protein LOC105326445" "genome" 1 -1 "triploid_desiccation" 105326445
"LOC109618985" 90.3032603563629 -0.92110086772724 0.297167493418069 8.66525726680713e-05 0.00635870565661856 "uncharacterized" "uncharacterized protein LOC109618985 isoform X2" "genome" 1 -1 "triploid_desiccation" 109618985
"LOC105321564" 107.064698978146 -0.915394520400078 0.154838544692806 2.08519375761512e-10 1.08731270049864e-07 "uncharacterized" "uncharacterized protein LOC105321564 isoform X1" "genome" 1 -1 "triploid_desiccation" 105321564
"LOC109618707" 14.4464932572523 -0.910886187091416 0.366932707516932 0.00053086077217089 0.0237401998031959 "uncharacterized" "uncharacterized protein LOC109618707" "genome" 1 -1 "triploid_desiccation" 109618707
"LOC105336405" 62.9643843549594 -0.905565368903108 0.193441395501853 1.68656439535042e-07 4.16581405651553e-05 "characterized" "putative proline-rich receptor-like protein kinase PERK6 isoform X1" "genome" 1 -1 "triploid_desiccation" 105336405
"LOC117693134" 16.8463465847066 -0.895560648775604 0.270475982943753 4.79002764755729e-05 0.00397869022123652 "characterized" "protein FAM133A-like" "genome" 1 -1 "triploid_desiccation" 117693134
"LOC105326685" 149.362377864683 -0.893061168827526 0.160697175430476 1.57423025062329e-09 7.20767079626837e-07 "uncharacterized" "uncharacterized protein LOC105326685" "genome" 1 -1 "triploid_desiccation" 105326685
"LOC105330787" 38.5949380536836 -0.889826189037006 0.227444451213202 4.92424957341979e-06 0.000669840673856785 "characterized" "N-acetylated-alpha-linked acidic dipeptidase 2" "genome" 1 -1 "triploid_desiccation" 105330787
"LOC105341340" 52.4833399033331 -0.879366528546749 0.229343672606724 6.73684345226497e-06 0.000866191954013137 "uncharacterized" "uncharacterized protein LOC105341340" "genome" 1 -1 "triploid_desiccation" 105341340
"LOC105346054" 10.5610498448368 -0.86740365790895 0.304510342484678 0.000215730240464152 0.0125766710372455 "characterized" "leucine-rich repeat-containing protein 56" "genome" 1 -1 "triploid_desiccation" 105346054
"LOC105334262" 8.20872726132984 -0.867073184311663 0.402082587818928 0.00124055512208089 0.0409063395366918 "uncharacterized" "uncharacterized protein LOC105334262" "genome" 1 -1 "triploid_desiccation" 105334262
"LOC105331912" 21.6415498208124 -0.866594376548057 0.323114549967228 0.00030991078352937 0.0162051399120148 "characterized" "inactive pancreatic lipase-related protein 1 isoform X2" "genome" 1 -1 "triploid_desiccation" 105331912
"LOC105346834" 17.5525514501058 -0.861790793768771 0.448609223234614 0.00177619456448096 0.04998224543837 "uncharacterized" "uncharacterized protein LOC105346834" "genome" 1 -1 "triploid_desiccation" 105346834
"LOC105339577" 469.665016285582 -0.861253076728074 0.272682024152907 7.49174273125832e-05 0.00571686969720249 "uncharacterized" "uncharacterized protein LOC105339577 isoform X2" "genome" 1 -1 "triploid_desiccation" 105339577
"LOC109620110" 791.74939559693 -0.860684382449089 0.37532205584372 0.000826992203610391 0.0314894475581628 "uncharacterized" "uncharacterized protein LOC109620110" "genome" 1 -1 "triploid_desiccation" 109620110
"LOC105343224" 82.4677927089561 -0.835434945676055 0.324251109614825 0.000424138808463515 0.0204676959189643 "characterized" "phosphatidylserine synthase 2" "genome" 1 -1 "triploid_desiccation" 105343224
"LOC105320283" 187.297446365871 -0.827777019926716 0.223915733316447 1.14417822268566e-05 0.00128613853869791 "uncharacterized" "uncharacterized protein LOC105320283" "genome" 1 -1 "triploid_desiccation" 105320283
"LOC105337111" 60.9580806431339 -0.825718744857514 0.160273065285769 1.63714954428213e-08 6.14651424905284e-06 "uncharacterized" "uncharacterized protein LOC105337111" "genome" 1 -1 "triploid_desiccation" 105337111
"LOC105342358" 367.706913917776 -0.805458284222384 0.203694245643284 4.25417169818644e-06 0.000600445948258315 "characterized" "tubulin alpha-1A chain" "genome" 1 -1 "triploid_desiccation" 105342358
"LOC105341149" 34.2516870028589 -0.803688247979442 0.341078662254911 0.000784315506515105 0.030767146122936 "uncharacterized" "uncharacterized protein LOC105341149" "genome" 1 -1 "triploid_desiccation" 105341149
"LOC105339144" 22.356661386918 -0.80070872192884 0.324511359447984 0.000576356266348029 0.0250448144256602 "characterized" "transcription factor HES-2-like" "genome" 1 -1 "triploid_desiccation" 105339144
"LOC105328827" 50.0210825037027 -0.791888200980783 0.338875503907543 0.000799098271069998 0.0310622344206987 "characterized" "tetraspanin-18 isoform X4" "genome" 1 -1 "triploid_desiccation" 105328827
"LOC105334943" 192.301329574111 -0.790010304498482 0.203174743018636 5.53086308457632e-06 0.000731164519884976 "characterized" "complement C1q-like protein 4" "genome" 1 -1 "triploid_desiccation" 105334943
"LOC105340239" 76.6974875814233 -0.783291710257942 0.264340042097702 0.000150623701755333 0.00958477331983426 "characterized" "A disintegrin and metalloproteinase with thrombospondin motifs gon-1" "genome" 1 -1 "triploid_desiccation" 105340239
"LOC117681732" 21.9025546043862 -0.778896441243664 0.362809938017404 0.0012224002181987 0.0406139768071258 "characterized" "solute carrier family 49 member 4-like" "genome" 1 -1 "triploid_desiccation" 117681732
"LOC105321746" 289.064376301033 -0.777559060226741 0.35529457622319 0.00111669745733636 0.0386052388013227 "characterized" "SET domain-containing protein 4 isoform X2" "genome" 1 -1 "triploid_desiccation" 105321746
"LOC117690362" 35.3865880059884 -0.774246976827271 0.325914889657583 0.000754542340732986 0.0298824236713916 "uncharacterized" "uncharacterized protein LOC117690362 isoform X1" "genome" 1 -1 "triploid_desiccation" 117690362
"LOC117680503" 36.3778020194461 -0.771824228812624 0.306407455437218 0.000532421911205277 0.0237401998031959 "uncharacterized" "uncharacterized protein LOC117680503" "genome" 1 -1 "triploid_desiccation" 117680503
"LOC105347043" 31.967939094281 -0.768965620453474 0.301888851553202 0.000489801841235525 0.0226466999105253 "uncharacterized" "uncharacterized protein YMR196W" "genome" 1 -1 "triploid_desiccation" 105347043
"LOC105335325" 36.2885832611597 -0.767470626836016 0.235863997537133 6.27123337825395e-05 0.00498828783799081 "characterized" "DNA-directed RNA polymerase II subunit GRINL1A" "genome" 1 -1 "triploid_desiccation" 105335325
"LOC105331867" 103.798738190809 -0.766259013049405 0.288129404081651 0.000363034825994542 0.018130832352192 "characterized" "putative ammonium transporter 1" "genome" 1 -1 "triploid_desiccation" 105331867
"LOC105321121" 131.504785057729 -0.764899701396313 0.133444503116503 6.4777993867725e-10 3.28652027266198e-07 "characterized" "calcium-binding protein P" "genome" 1 -1 "triploid_desiccation" 105321121
"LOC105326801" 1149.61277475788 -0.755266399758137 0.156802237889265 9.14054515734167e-08 2.5233281425532e-05 "characterized" "mucin-19" "genome" 1 -1 "triploid_desiccation" 105326801
"LOC117688048" 28.7589944327718 -0.754667792831469 0.350937441832113 0.00129479374128223 0.0417626599851374 "uncharacterized" "uncharacterized protein LOC117688048 isoform X1" "genome" 1 -1 "triploid_desiccation" 117688048
"LOC105331410" 63.3862256363346 -0.750997864791161 0.295265287049282 0.000501812601367148 0.0230882993942747 "characterized" "ribosome biogenesis protein BRX1 homolog" "genome" 1 -1 "triploid_desiccation" 105331410
"LOC105336080" 243.232328812568 -0.750465179740072 0.225604604163874 4.64913366622279e-05 0.00389614005278278 "characterized" "ryncolin-1" "genome" 1 -1 "triploid_desiccation" 105336080
"LOC105325626" 33.4646620119615 -0.744608268626981 0.328281143858165 0.000994879035870543 0.0358461981983912 "characterized" "methyltransferase-like protein 27 isoform X2" "genome" 1 -1 "triploid_desiccation" 105325626
"LOC105330912" 82.7653296340833 -0.74146785681406 0.165195870539664 4.61585711202382e-07 9.317082764184e-05 "characterized" "tetraspanin-18" "genome" 1 -1 "triploid_desiccation" 105330912
"LOC105330676" 15.0597426786494 -0.734403863950751 0.239771913409798 0.000128547714887597 0.0086182060852499 "characterized" "glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 isoform X2" "genome" 1 -1 "triploid_desiccation" 105330676
"LOC105344255" 25.3112841446171 -0.720340985198318 0.227760727333825 8.81688213600128e-05 0.00641513610298511 "characterized" "TRMT1-like protein" "genome" 1 -1 "triploid_desiccation" 105344255
"LOC105318489" 36.6774887042265 -0.714701794285985 0.235224619197605 0.000130907263716906 0.00874516425086748 "uncharacterized" "uncharacterized protein LOC105318489" "genome" 1 -1 "triploid_desiccation" 105318489
"LOC117681051" 14.2302883725359 -0.712573058262086 0.31232293820835 0.00105778831338007 0.0371155181659265 "uncharacterized" "uncharacterized protein LOC117681051" "genome" 1 -1 "triploid_desiccation" 117681051
"LOC105321082" 15.0605762525419 -0.710638326280345 0.254533573681423 0.000277168567389948 0.0150375963787402 "characterized" "delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like" "genome" 1 -1 "triploid_desiccation" 105321082
"LOC105337897" 159.912296505317 -0.706217811525864 0.312408148500846 0.00103770952008171 0.0368937180132082 "characterized" "VWFA and cache domain-containing protein 1" "genome" 1 -1 "triploid_desiccation" 105337897
"LOC105336922" 37.3253523328366 -0.705804152890254 0.19970613692004 2.3707405584601e-05 0.00232364006111648 "characterized" "protein CROWDED NUCLEI 3" "genome" 1 -1 "triploid_desiccation" 105336922
"LOC105329329" 232.004276290941 -0.705192782908652 0.167988313091862 1.68622204554799e-06 0.000275250089035016 "uncharacterized" "uncharacterized protein LOC105329329" "genome" 1 -1 "triploid_desiccation" 105329329
"LOC105338951" 16.1029948173148 -0.704744354742357 0.307441311333594 0.00103428843901861 0.0368418644729742 "characterized" "alkyldihydroxyacetonephosphate synthase, peroxisomal" "genome" 1 -1 "triploid_desiccation" 105338951
"LOC105332988" 122.053215632705 -0.702380377448288 0.332630357337367 0.00146046933102149 0.0449155671183655 "characterized" "GTPase IMAP family member 4" "genome" 1 -1 "triploid_desiccation" 105332988
"LOC105347323" 70.5865852649893 -0.701515248860484 0.207506784493005 4.27743404455148e-05 0.00364981781292366 "uncharacterized" "uncharacterized protein LOC105347323" "genome" 1 -1 "triploid_desiccation" 105347323
"LOC117691671" 15.8131984479902 -0.693317522732761 0.295403324082231 0.000905910564532228 0.0336747586483148 "characterized" "C-type lectin mannose-binding isoform-like" "genome" 1 -1 "triploid_desiccation" 117691671
"LOC105330962" 16.9395278422965 -0.692060052021285 0.242574967134029 0.000238563893639431 0.0134484126468451 "uncharacterized" "uncharacterized protein LOC105330962" "genome" 1 -1 "triploid_desiccation" 105330962
"LOC105339122" 21.918743887062 -0.690697416489982 0.244927821551514 0.000262368436364689 0.0145715393119466 "characterized" "CD82 antigen" "genome" 1 -1 "triploid_desiccation" 105339122
"LOC117681552" 42.9758864323071 -0.689726374675657 0.201709671028287 3.76879963029858e-05 0.00340511020841881 "characterized" "low-density lipoprotein receptor-related protein 4-like isoform X4" "genome" 1 -1 "triploid_desiccation" 117681552
"LOC105339048" 192.214215301131 -0.689071352897421 0.33002178568663 0.00154640700034935 0.0468212132428355 "uncharacterized" "uncharacterized protein LOC105339048 isoform X2" "genome" 1 -1 "triploid_desiccation" 105339048
"LOC105340328" 106.180400441643 -0.688049141442243 0.252512313741009 0.000332876051268717 0.0168885114443685 "characterized" "LITAF domain-containing protein" "genome" 1 -1 "triploid_desiccation" 105340328
"LOC105320994" 143.823202737869 -0.68688649365329 0.239533161581453 0.000219768159184603 0.0127329872969548 "characterized" "mesotocin receptor isoform X1" "genome" 1 -1 "triploid_desiccation" 105320994
"LOC105339399" 484.572350456363 -0.678777930175114 0.158568686858862 1.23315203444895e-06 0.000216343270940895 "characterized" "myosin-11 isoform X1" "genome" 1 -1 "triploid_desiccation" 105339399
"LOC105317232" 61.8100549332818 -0.667756284518911 0.200276975895648 5.30730952653488e-05 0.00431293568970186 "uncharacterized" "uncharacterized protein LOC105317232" "genome" 1 -1 "triploid_desiccation" 105317232
"LOC105346110" 14.1929628615906 -0.662617084382703 0.25790722227422 0.000533823013203022 0.0237462692034292 "uncharacterized" "uncharacterized protein LOC105346110" "genome" 1 -1 "triploid_desiccation" 105346110
"LOC105329098" 47.9533716457263 -0.658655619453063 0.207677137484681 9.31033745964956e-05 0.00674789860889095 "characterized" "paramyosin isoform X3" "genome" 1 -1 "triploid_desiccation" 105329098
"LOC117680490" 37.8926567563018 -0.656584185703445 0.249287410921279 0.000452424331992559 0.0213389687441314 "uncharacterized" "uncharacterized protein LOC117680490 isoform X3" "genome" 1 -1 "triploid_desiccation" 117680490
"LOC105323847" 26.0729180099822 -0.650745675902928 0.264897224362423 0.000750143327478933 0.0298340901343952 "characterized" "transducin beta-like protein 3" "genome" 1 -1 "triploid_desiccation" 105323847
"LOC105335727" 31.6048478597466 -0.649081576370895 0.175137715124915 1.42257208611887e-05 0.00154361405783951 "uncharacterized" "uncharacterized protein LOC105335727 isoform X1" "genome" 1 -1 "triploid_desiccation" 105335727
"LOC105342711" 195.252767588226 -0.644569178060296 0.190799135699531 4.59691275956638e-05 0.00386965230146099 "characterized" "eukaryotic translation initiation factor 1A, X-chromosomal" "genome" 1 -1 "triploid_desiccation" 105342711
"LOC105328301" 86.378290268377 -0.640190894228382 0.256077916143786 0.000647971897601756 0.0267923534400444 "characterized" "transient receptor potential cation channel subfamily V member 5" "genome" 1 -1 "triploid_desiccation" 105328301
"LOC105318652" 116.647568738469 -0.639028001806059 0.161618021302418 5.40024170110553e-06 0.000718959838391156 "characterized" "claspin isoform X2" "genome" 1 -1 "triploid_desiccation" 105318652
"LOC105329546" 22.1024182531946 -0.634853779394913 0.301136129544218 0.00171072439750296 0.0492541693097018 "characterized" "protein arginine N-methyltransferase 1" "genome" 1 -1 "triploid_desiccation" 105329546
