"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj" "cat" "description" "feature" "count" "plus_minus" "analysis" "geneID"
"LOC117681168" 165.68229572613 -1.72849663844978 0.331531875978048 8.20789545021486e-09 1.76040269278155e-06 "characterized" "complement C1q-like protein 3 isoform X2" "genome" 1 -1 "triploid_heat" 117681168
"LOC105329128" 101.423953587146 -1.69082376423128 0.621308103273505 0.000201312943706848 0.00678833134675101 "characterized" "complement C1q tumor necrosis factor-related protein 3" "genome" 1 -1 "triploid_heat" 105329128
"LOC105338367" 20.8129796104897 -1.69006939511489 0.492316281039438 2.3753577160394e-05 0.00142714896001129 "characterized" "interferon-induced protein 44-like" "genome" 1 -1 "triploid_heat" 105338367
"LOC117692303" 60.8933698889428 -1.68593756183227 0.866215186027863 0.00115442819030941 0.0235546769582489 "uncharacterized" "uncharacterized protein LOC117692303 isoform X1" "genome" 1 -1 "triploid_heat" 117692303
"LOC105322914" 132.490389980863 -1.60889160957013 0.435502853112981 8.65105563822798e-06 0.000630706408091364 "uncharacterized" "uncharacterized protein LOC105322914" "genome" 1 -1 "triploid_heat" 105322914
"LOC105343111" 17.6599606452486 -1.59599026770707 0.590839670199359 0.000226139119267645 0.00742195027560802 "uncharacterized" "uncharacterized protein LOC105343111" "genome" 1 -1 "triploid_heat" 105343111
"LOC105328223" 26.9988478788909 -1.55248579106621 0.324116909892972 7.53166890978141e-08 1.13870191017146e-05 "uncharacterized" "uncharacterized protein DDB_G0271670" "genome" 1 -1 "triploid_heat" 105328223
"LOC105346834" 17.1968099697623 -1.51074344820149 0.419754834388747 1.29357731637712e-05 0.000883863837742269 "uncharacterized" "uncharacterized protein LOC105346834" "genome" 1 -1 "triploid_heat" 105346834
"LOC105330939" 10.4778713786462 -1.50813204375798 0.710555107744812 0.00092243030414043 0.0200403144403654 "characterized" "microfibril-associated glycoprotein 4-like" "genome" 1 -1 "triploid_heat" 105330939
"LOC109617704" 23.2581399226702 -1.49907826890523 0.622830630057575 0.000498443725772757 0.0130560268738284 "uncharacterized" "uncharacterized protein LOC109617704" "genome" 1 -1 "triploid_heat" 109617704
"LOC105323188" 228.812631225559 -1.49418785090059 0.496522746701996 9.43892428608122e-05 0.00399314124900844 "characterized" "complement C1q tumor necrosis factor-related protein 3" "genome" 1 -1 "triploid_heat" 105323188
"LOC117688218" 39.2318912769817 -1.46252318776061 0.523852206352659 0.000181127446437953 0.00636361095152008 "characterized" "transmembrane GTPase Marf-like" "genome" 1 -1 "triploid_heat" 117688218
"LOC105320582" 21.0016931684192 -1.45937208185277 0.768998962160404 0.00138838059403927 0.0267788069846971 "characterized" "MAM and LDL-receptor class A domain-containing protein 1-like isoform X3" "genome" 1 -1 "triploid_heat" 105320582
"LOC105330787" 37.0846707996971 -1.45676427910717 0.283930362083806 1.46927701799904e-08 2.89334697699945e-06 "characterized" "N-acetylated-alpha-linked acidic dipeptidase 2" "genome" 1 -1 "triploid_heat" 105330787
"LOC109618985" 87.5336004826913 -1.45305033753073 0.376936933123461 4.97067663000845e-06 0.000403894847755532 "uncharacterized" "uncharacterized protein LOC109618985 isoform X2" "genome" 1 -1 "triploid_heat" 109618985
"LOC117687932" 12.5715515954834 -1.40272532626585 0.602527179170758 0.000634653243812899 0.015566727502831 "characterized" "multiple epidermal growth factor-like domains protein 10" "genome" 1 -1 "triploid_heat" 117687932
"LOC109617043" 13.004604797579 -1.35466887582649 0.487394711602929 0.000207891213384456 0.00694665476608023 "characterized" "heavy metal-binding protein HIP-like isoform X1" "genome" 1 -1 "triploid_heat" 109617043
"LOC105326230" 18.9281941511086 -1.35274849740966 0.455212405774049 0.000118590954763096 0.00473465402728423 "uncharacterized" "uncharacterized protein LOC105326230" "genome" 1 -1 "triploid_heat" 105326230
"LOC117687970" 55.6625855471967 -1.34756587544617 0.48427013253603 0.000194332468530877 0.00668190826607748 "characterized" "perlucin-like protein isoform X2" "genome" 1 -1 "triploid_heat" 117687970
"LOC105321744" 14.3005925320195 -1.32942762068199 0.332724109996692 3.14434762979683e-06 0.00027228869498405 "characterized" "endoplasmic reticulum aminopeptidase 1" "genome" 1 -1 "triploid_heat" 105321744
"LOC105325151" 38.1173196868544 -1.29066418149863 0.31279484656346 1.79319706453103e-06 0.000168848885013755 "characterized" "calmodulin-beta-like" "genome" 1 -1 "triploid_heat" 105325151
"LOC105322814" 11.6069081693904 -1.2826908847314 0.370345018602448 2.68276710238717e-05 0.00158094693940995 "uncharacterized" "uncharacterized protein LOC105322814 isoform X2" "genome" 1 -1 "triploid_heat" 105322814
"LOC117682935" 110.080484180872 -1.27898372247197 0.456856015149721 0.000191915897378829 0.00664144226482646 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 -1 "triploid_heat" 117682935
"LOC105330682" 31.2383387407028 -1.27630855725936 0.351091378333285 1.30275838671905e-05 0.00088669293147723 "characterized" "regucalcin" "genome" 1 -1 "triploid_heat" 105330682
"LOC105347288" 9.57033787684728 -1.26274417468608 0.341234309700678 1.17510079015013e-05 0.000819723718798917 "uncharacterized" "uncharacterized protein LOC105347288" "genome" 1 -1 "triploid_heat" 105347288
"LOC117682926" 96.7195183771884 -1.2624946491308 0.450659631781523 0.000193690212671509 0.00667778686490839 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 -1 "triploid_heat" 117682926
"LOC105347364" 77.0147326057538 -1.25773815075373 0.260057422724592 6.95223112938918e-08 1.05978432381474e-05 "characterized" "adenosine kinase 2 isoform X1" "genome" 1 -1 "triploid_heat" 105347364
"LOC105317849" 21.7629366190124 -1.25212808655029 0.260024052321528 8.60255853740312e-08 1.25931898589207e-05 "characterized" "peroxisome proliferator-activated receptor alpha" "genome" 1 -1 "triploid_heat" 105317849
"LOC105320171" 20.98739783327 -1.24891034877899 0.355005396821054 2.0232649769357e-05 0.00126078116552632 "uncharacterized" "uncharacterized protein LOC105320171" "genome" 1 -1 "triploid_heat" 105320171
"LOC105322990" 29.4674365646059 -1.24769160097809 0.511438995929612 0.000512518636084997 0.0132846716589878 "uncharacterized" "uncharacterized protein LOC105322990 isoform X2" "genome" 1 -1 "triploid_heat" 105322990
"LOC105328022" 26.0589736352481 -1.23085311299722 0.432058193127943 0.000178803499622015 0.0063180661887511 "characterized" "nacrein-like protein isoform X1" "genome" 1 -1 "triploid_heat" 105328022
"LOC105319088" 15.8277030599021 -1.21938998674366 0.558930519339347 0.000941267982828991 0.020306067769919 "uncharacterized" "uncharacterized protein LOC105319088 isoform X1" "genome" 1 -1 "triploid_heat" 105319088
"LOC117692915" 19.9017284812529 -1.20804878687262 0.459678936970548 0.000336894681009347 0.00978586203341323 "characterized" "ammonium transporter 1 member 3-like isoform X2" "genome" 1 -1 "triploid_heat" 117692915
"LOC117681310" 29.8462326583886 -1.19128852402994 0.669484169080672 0.00200282456361721 0.0346476345122774 "characterized" "perlucin-like protein" "genome" 1 -1 "triploid_heat" 117681310
"LOC105340181" 114.691194334215 -1.18306255297314 0.834351450722222 0.00313771654075339 0.0465608862382915 "characterized" "collagen alpha-1(VIII) chain-like" "genome" 1 -1 "triploid_heat" 105340181
"LOC117691671" 15.4726862740126 -1.1807104298916 0.308744631993613 6.72609493504979e-06 0.000525689919817769 "characterized" "C-type lectin mannose-binding isoform-like" "genome" 1 -1 "triploid_heat" 117691671
"LOC117685047" 40.9904164097193 -1.17153201934014 0.857038885014149 0.0033896299730327 0.0487308845304661 "characterized" "B-box zinc finger protein 24-like isoform X2" "genome" 1 -1 "triploid_heat" 117685047
"LOC105346536" 36.3624871839134 -1.15188030778971 0.367835153868274 7.78439804388198e-05 0.0034598366727567 "characterized" "fibroin heavy chain isoform X1" "genome" 1 -1 "triploid_heat" 105346536
"LOC105343695" 80.7860853260834 -1.1517849212888 0.522204964584867 0.000907337628098136 0.019805730828722 "uncharacterized" "uncharacterized protein LOC105343695 isoform X1" "genome" 1 -1 "triploid_heat" 105343695
"LOC117687672" 88.4609753909328 -1.14584251894148 0.718375288866987 0.00264033075535257 0.0412161555504063 "characterized" "transient receptor potential cation channel subfamily M member 2-like isoform X2" "genome" 1 -1 "triploid_heat" 117687672
"LOC117683053" 76.3600903726278 -1.1423088007782 0.66421227500967 0.00222580576898776 0.0371538347592572 "uncharacterized" "uncharacterized protein LOC117683053" "genome" 1 -1 "triploid_heat" 117683053
"LOC117680357" 16.8765152463552 -1.14171070898146 0.39693411802777 0.000173604354936935 0.00618173734370767 "characterized" "ATP-dependent DNA helicase PIF1-like" "genome" 1 -1 "triploid_heat" 117680357
"LOC105331580" 10.8459702825973 -1.14090754045008 0.426841764578809 0.000320412281250865 0.009395873652897 "characterized" "LOW QUALITY PROTEIN: autophagy-related protein 9A" "genome" 1 -1 "triploid_heat" 105331580
"LOC105340558" 13.2700573064552 -1.13846575611293 0.375292909661508 0.000113302342615881 0.00457290392846778 "uncharacterized" "uncharacterized protein LOC105340558 isoform X1" "genome" 1 -1 "triploid_heat" 105340558
"LOC105320283" 186.838125953565 -1.13360622511934 0.295745963759067 6.28333410668097e-06 0.000499552144817804 "uncharacterized" "uncharacterized protein LOC105320283" "genome" 1 -1 "triploid_heat" 105320283
"LOC109618661" 49.5872559825419 -1.12360677085091 0.772576213122514 0.00320296467189745 0.0471497872092166 "characterized" "receptor-type tyrosine-protein phosphatase kappa-like isoform X1" "genome" 1 -1 "triploid_heat" 109618661
"LOC105331912" 22.1448462838408 -1.11851061543538 0.311444191870329 1.64369205688821e-05 0.00108278214247511 "characterized" "inactive pancreatic lipase-related protein 1 isoform X2" "genome" 1 -1 "triploid_heat" 105331912
"LOC105346400" 269.671945279004 -1.11503013262793 0.456497535656827 0.00053934909575073 0.0138555627731507 "characterized" "transient receptor potential cation channel subfamily M member-like 2 isoform X1" "genome" 1 -1 "triploid_heat" 105346400
"LOC105340785" 11.8139770461242 -1.1002356389665 0.426948862080796 0.000409549293870869 0.011291684193495 "uncharacterized" "uncharacterized protein LOC105340785" "genome" 1 -1 "triploid_heat" 105340785
"LOC105349000" 425.040119428 -1.09908406188709 0.541600122865533 0.00135244195699251 0.0263976633827796 "characterized" "E3 ubiquitin-protein ligase RNF213-like" "genome" 1 -1 "triploid_heat" 105349000
"LOC117684787" 19.4266439598013 -1.09495823969311 0.539692793183289 0.00137214559160637 0.0266974951868983 "characterized" "heavy metal-binding protein HIP-like" "genome" 1 -1 "triploid_heat" 117684787
"LOC117684044" 23.742037891618 -1.08964451189571 0.386287230098593 0.00021288058026267 0.00706219838659164 "uncharacterized" "uncharacterized protein LOC117684044" "genome" 1 -1 "triploid_heat" 117684044
"LOC105324110" 243.451919862949 -1.08845249439234 0.371117022025799 0.000146175656114555 0.00551372183442324 "uncharacterized" "uncharacterized protein LOC105324110 isoform X2" "genome" 1 -1 "triploid_heat" 105324110
"LOC105333231" 16.5360855464902 -1.070343279978 0.327556977985591 5.42516997986211e-05 0.00263905256382278 "characterized" "aminomethyltransferase, mitochondrial" "genome" 1 -1 "triploid_heat" 105333231
"LOC105332780" 28.9093852103764 -1.07013726712927 0.271858486868977 4.65946095870837e-06 0.000385398015172089 "characterized" "lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog" "genome" 1 -1 "triploid_heat" 105332780
"LOC105317925" 13.8787140744369 -1.06413401349544 0.557295911828864 0.00179273317862711 0.0320401632283658 "uncharacterized" "uncharacterized protein LOC105317925" "genome" 1 -1 "triploid_heat" 105317925
"LOC105321778" 29.570824343001 -1.0633390667946 0.22868175524305 1.97136147153722e-07 2.59726873875029e-05 "uncharacterized" "uncharacterized protein LOC105321778 isoform X1" "genome" 1 -1 "triploid_heat" 105321778
"LOC105334604" 44.9938960803669 -1.05936342908716 0.475220409175611 0.00092991117361161 0.0201263346778155 "characterized" "complement C1q-like protein 4" "genome" 1 -1 "triploid_heat" 105334604
"LOC105346426" 10.0839623853125 -1.05660958978411 0.396399640547241 0.000351541811022726 0.0101165571196795 "uncharacterized" "uncharacterized protein LOC105346426 isoform X2" "genome" 1 -1 "triploid_heat" 105346426
"LOC105340898" 81.0095059496925 -1.05565513631451 0.267362717362617 4.16210396557462e-06 0.000352155998371669 "uncharacterized" "uncharacterized protein LOC105340898 isoform X1" "genome" 1 -1 "triploid_heat" 105340898
"LOC117687680" 57.567043650715 -1.05203876105566 0.427164243099243 0.000539346386880732 0.0138555627731507 "characterized" "ficolin-2-like isoform X3" "genome" 1 -1 "triploid_heat" 117687680
"LOC117682709" 15.3681084476378 -1.04254829870063 0.318556593015368 5.40362242743951e-05 0.00263905256382278 "characterized" "EMILIN-1-like" "genome" 1 -1 "triploid_heat" 117682709
"LOC117690335" 65.6552250727738 -1.03787191847976 0.278334650286796 1.02833626283586e-05 0.000726730358927489 "uncharacterized" "uncharacterized protein LOC117690335 isoform X1" "genome" 1 -1 "triploid_heat" 117690335
"LOC105336086" 33.1892271582536 -1.03758313617341 0.597300764934756 0.00239077070314326 0.0388616744335182 "characterized" "microfibril-associated glycoprotein 4-like" "genome" 1 -1 "triploid_heat" 105336086
"LOC117682985" 14.5719076164786 -1.03545556538514 0.379319813990852 0.000299672615157957 0.00900238010845034 "characterized" "prostaglandin reductase 1-like" "genome" 1 -1 "triploid_heat" 117682985
"LOC105321617" 146.952707207262 -1.03006276583643 0.281554597437477 1.31529940734605e-05 0.00089193741060654 "characterized" "heavy metal-binding protein HIP isoform X2" "genome" 1 -1 "triploid_heat" 105321617
"LOC105342484" 45.2858438884726 -1.02937630272428 0.308067421622503 4.26383278647361e-05 0.00219070740240963 "uncharacterized" "uncharacterized protein LOC105342484 isoform X3" "genome" 1 -1 "triploid_heat" 105342484
"LOC105332456" 39.776533981052 -1.01425869782422 0.422701698873946 0.000659559668989911 0.0159027164634234 "characterized" "protein ABHD14A" "genome" 1 -1 "triploid_heat" 105332456
"LOC105343955" 22.0751204212094 -1.00876537533078 0.595838041071766 0.00268855112936333 0.0416725425051317 "characterized" "putative ferric-chelate reductase 1 homolog" "genome" 1 -1 "triploid_heat" 105343955
"LOC105329785" 280.978517863351 -0.990721919557579 0.311289635489041 7.17036306277077e-05 0.003273696700317 "characterized" "epididymal secretory glutathione peroxidase-like" "genome" 1 -1 "triploid_heat" 105329785
"LOC105334781" 155.609245556042 -0.984574311086138 0.244166189297319 3.07072394808403e-06 0.000268433664561184 "uncharacterized" "uncharacterized protein LOC105334781" "genome" 1 -1 "triploid_heat" 105334781
"LOC117688892" 194.654124044598 -0.971824911876937 0.264303424465217 1.29380990073414e-05 0.000883863837742269 "uncharacterized" "uncharacterized protein LOC117688892 isoform X1" "genome" 1 -1 "triploid_heat" 117688892
"LOC105336922" 37.2904221030613 -0.969065510304682 0.225453358644349 1.08561424206359e-06 0.00011186678600482 "characterized" "protein CROWDED NUCLEI 3" "genome" 1 -1 "triploid_heat" 105336922
"LOC105344892" 14.8922364290305 -0.967054161877987 0.455842081498135 0.00134307431920659 0.0263262548541611 "uncharacterized" "uncharacterized protein LOC105344892" "genome" 1 -1 "triploid_heat" 105344892
"LOC109620717" 10.4683572129751 -0.964676010587856 0.459153636139634 0.00142615631031456 0.0271750549005702 "characterized" "GTP-binding protein REM 1" "genome" 1 -1 "triploid_heat" 109620717
"LOC105336614" 14.7461027440792 -0.962990921885971 0.623559266545766 0.00346456308437949 0.0494229436128226 "characterized" "heat shock 70 kDa protein 12A" "genome" 1 -1 "triploid_heat" 105336614
"LOC105317232" 62.5263191218663 -0.957633595131195 0.164528774149086 3.98373866961633e-10 1.24573823189819e-07 "uncharacterized" "uncharacterized protein LOC105317232" "genome" 1 -1 "triploid_heat" 105317232
"LOC105325078" 27.0824966351974 -0.956603962102397 0.399241464537475 0.000709506378325964 0.0167041769826536 "characterized" "peptidoglycan-recognition protein SC2 isoform X1" "genome" 1 -1 "triploid_heat" 105325078
"LOC105348685" 1357.05170601719 -0.945824381981867 0.372752695903312 0.000490515142894083 0.0129993560498295 "uncharacterized" "uncharacterized protein LOC105348685 isoform X1" "genome" 1 -1 "triploid_heat" 105348685
"LOC105331143" 118.971584412711 -0.945423254003211 0.210235861120455 4.15658691393565e-07 4.88332774697727e-05 "uncharacterized" "uncharacterized protein LOC105331143" "genome" 1 -1 "triploid_heat" 105331143
"LOC105347517" 18.5674408337441 -0.940917628705647 0.539680439333814 0.00269436825516329 0.0417065740317171 "characterized" "interferon-induced protein 44-like" "genome" 1 -1 "triploid_heat" 105347517
"LOC105333128" 111.047015353136 -0.939809118071179 0.27901419481835 4.0353937893601e-05 0.00211150314968887 "uncharacterized" "uncharacterized protein LOC105333128 isoform X2" "genome" 1 -1 "triploid_heat" 105333128
"LOC105328008" 162.479040604472 -0.939619275549957 0.361708010271643 0.0004255689887928 0.0116118639027858 "characterized" "calmodulin-A" "genome" 1 -1 "triploid_heat" 105328008
"LOC105337250" 14.8548263835613 -0.930846637596234 0.274380317378553 4.19167449601133e-05 0.00215964905248405 "uncharacterized" "uncharacterized protein LOC105337250 isoform X1" "genome" 1 -1 "triploid_heat" 105337250
"LOC105338423" 163.423423037959 -0.928831988020222 0.296080149966641 8.76325575214506e-05 0.00379432517249567 "characterized" "16 kDa calcium-binding protein" "genome" 1 -1 "triploid_heat" 105338423
"LOC105327974" 51.1539676179854 -0.923046114216658 0.378006395981401 0.000651024745174961 0.0157712918712883 "characterized" "heat shock 70 kDa protein 12A" "genome" 1 -1 "triploid_heat" 105327974
"LOC105342739" 53.6117115888333 -0.922322795382828 0.413247220023011 0.00105389303186628 0.0221401560054369 "characterized" "peptidoglycan-recognition protein SC2-like precursor 1 precursor" "genome" 1 -1 "triploid_heat" 105342739
"LOC117683790" 48.2083394346162 -0.917138718815075 0.351664261820568 0.000426552286616764 0.0116215021073061 "uncharacterized" "uncharacterized protein LOC117683790" "genome" 1 -1 "triploid_heat" 117683790
"LOC105341732" 14.2922316765271 -0.915589889331321 0.375690507112507 0.000701180315209967 0.0166237415347659 "uncharacterized" "uncharacterized protein LOC105341732 isoform X2" "genome" 1 -1 "triploid_heat" 105341732
"LOC105332988" 125.990971525014 -0.914508159223515 0.315190116917102 0.000185341807438823 0.00646243787941227 "characterized" "GTPase IMAP family member 4" "genome" 1 -1 "triploid_heat" 105332988
"LOC105333819" 30.2634866433386 -0.913901347473319 0.472471720960266 0.00194649206454065 0.0339669310600305 "characterized" "cytochrome P450 2C39 isoform X3" "genome" 1 -1 "triploid_heat" 105333819
"LOC105329329" 234.427012632958 -0.906896427363199 0.233981979451662 6.27457987283702e-06 0.000499552144817804 "uncharacterized" "uncharacterized protein LOC105329329" "genome" 1 -1 "triploid_heat" 105329329
"LOC105337124" 11.3305171626513 -0.9047934583871 0.422322700978497 0.00140385954590546 0.0269673821341032 "uncharacterized" "uncharacterized protein LOC105337124" "genome" 1 -1 "triploid_heat" 105337124
"LOC105348779" 43.5958263681855 -0.902530726143857 0.257060364302215 2.58888289645027e-05 0.00153828381905901 "uncharacterized" "uncharacterized protein LOC105348779" "genome" 1 -1 "triploid_heat" 105348779
"LOC105326711" 17.3363146267587 -0.899557473404857 0.35941378865744 0.000598417825941522 0.0149563913272241 "characterized" "armadillo-like helical domain containing protein 1" "genome" 1 -1 "triploid_heat" 105326711
"LOC105330901" 13.2714216705686 -0.894304510112322 0.469658834036176 0.00212277800086204 0.0361538690913207 "characterized" "ethanolaminephosphotransferase 1-like" "genome" 1 -1 "triploid_heat" 105330901
"LOC105322061" 16.3552928442028 -0.892132286499247 0.265433803849671 4.64812574779022e-05 0.00236183689856723 "characterized" "cytochrome c oxidase assembly factor 8 isoform X1" "genome" 1 -1 "triploid_heat" 105322061
"LOC105338415" 27.0137293885389 -0.892052144925511 0.262832447394647 4.04336232725763e-05 0.00211150314968887 "characterized" "UPF0696 protein C11orf68 homolog isoform X2" "genome" 1 -1 "triploid_heat" 105338415
"LOC105344948" 30.4769054280943 -0.891296320130977 0.371554289648434 0.000761279394437954 0.0174649234209056 "uncharacterized" "uncharacterized protein LOC105344948" "genome" 1 -1 "triploid_heat" 105344948
"LOC105337518" 42.4348241304842 -0.890390062803575 0.501390069250654 0.00258681387668961 0.0408463085345572 "characterized" "WW domain-binding protein 1" "genome" 1 -1 "triploid_heat" 105337518
"LOC105318451" 80.7135099823216 -0.885798588240436 0.253517904965447 2.74495825788483e-05 0.00160732555767256 "characterized" "microsomal glutathione S-transferase 1" "genome" 1 -1 "triploid_heat" 105318451
"LOC105320176" 12.3889148965295 -0.867737803044387 0.307719934279326 0.000274435892698327 0.00849316971362575 "characterized" "RING finger and transmembrane domain-containing protein 2-like" "genome" 1 -1 "triploid_heat" 105320176
"LOC105332698" 11.6592439724062 -0.867718525038174 0.3921310424006 0.00124617580054399 0.0249573427155635 "characterized" "xylulose kinase-like" "genome" 1 -1 "triploid_heat" 105332698
"LOC117690862" 1123.75173666553 -0.863443151264336 0.285661863558184 0.0001392576700473 0.00534014079838347 "uncharacterized" "uncharacterized protein LOC117690862" "genome" 1 -1 "triploid_heat" 117690862
"LOC105337285" 9.5449564294642 -0.863133358298387 0.372115024985071 0.00102872887113189 0.0218102345149743 "characterized" "glycerophosphocholine cholinephosphodiesterase ENPP6" "genome" 1 -1 "triploid_heat" 105337285
"LOC105336952" 22.0885045692681 -0.863108086385297 0.516444880142486 0.00319159854371467 0.0470952281110537 "characterized" "cystatin-B" "genome" 1 -1 "triploid_heat" 105336952
"LOC105318323" 17.3702500456298 -0.853531667648137 0.279938422031273 0.000136670450783917 0.0052597481867554 "characterized" "protein phosphatase methylesterase 1" "genome" 1 -1 "triploid_heat" 105318323
"LOC105321805" 11.3845009453384 -0.852847975025551 0.426048086047604 0.00190226509765663 0.033302211088047 "uncharacterized" "uncharacterized protein LOC105321805" "genome" 1 -1 "triploid_heat" 105321805
"LOC117680345" 44.7329353664311 -0.848926681587501 0.320319985780176 0.00041936813838176 0.0114766250926581 "characterized" "G2/M phase-specific E3 ubiquitin-protein ligase-like isoform X3" "genome" 1 -1 "triploid_heat" 117680345
"LOC105317783" 59.2038846150548 -0.842833464593553 0.173596361754832 8.4068782840284e-08 1.24220232508785e-05 "characterized" "hexokinase-1" "genome" 1 -1 "triploid_heat" 105317783
"LOC105341701" 34.9772141610354 -0.841994351214421 0.2453527412155 3.76917141133583e-05 0.0020164273333109 "characterized" "5-phosphohydroxy-L-lysine phospho-lyase isoform X1" "genome" 1 -1 "triploid_heat" 105341701
