gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,cat,description,feature,count,plus_minus,analysis
LOC105347762,60.43755285,-1.712626511,0.3704345,2.18E-07,1.43E-05,characterized,kelch-like protein 10,genome,1,-1,diploid_heat
LOC105347145,15.73205326,-1.703669475,0.54872139,9.10E-05,0.001655084,characterized,transmembrane protein 26,genome,1,-1,diploid_heat
LOC105337184,23.9178509,-1.701945327,0.56011268,0.000111083,0.001913627,characterized,neurogenic protein mastermind,genome,1,-1,diploid_heat
LOC105335573,36.74357402,-1.699630814,0.5522439,9.66E-05,0.001725711,characterized,probable alpha-ketoglutarate-dependent hypophosphite dioxygenase,genome,1,-1,diploid_heat
LOC117681483,54.44642214,-1.699240359,0.593548857,0.000186039,0.002784341,characterized,transforming growth factor-beta-induced protein ig-h3-like,genome,1,-1,diploid_heat
LOC105328315,48.19221358,-1.697498099,0.413843923,2.26E-06,9.74E-05,characterized,succinate--hydroxymethylglutarate CoA-transferase,genome,1,-1,diploid_heat
LOC105326838,32.7483183,-1.694315892,0.482143864,2.25E-05,0.00058542,characterized,tenascin-R,genome,1,-1,diploid_heat
LOC105325197,65.0598935,-1.693535064,0.582991777,0.00016414,0.002537662,characterized,mucin-2 isoform X1,genome,1,-1,diploid_heat
LOC105340065,36.94653395,-1.688849927,0.466686683,1.56E-05,0.000440992,characterized,aldo-keto reductase family 1 member A1,genome,1,-1,diploid_heat
LOC105331195,20.00390629,-1.686513678,0.482685491,2.46E-05,0.000630521,characterized,MAM and LDL-receptor class A domain-containing protein 1-like,genome,1,-1,diploid_heat
LOC105318702,23.67944642,-1.684417704,0.562757337,0.000127739,0.002135207,characterized,complement C1q-like protein 4,genome,1,-1,diploid_heat
LOC105331456,23.70563354,-1.681243492,0.583824476,0.000181741,0.002739719,characterized,organic cation transporter protein,genome,1,-1,diploid_heat
LOC105337852,18.9477567,-1.678806449,0.494350319,3.49E-05,0.000816629,characterized,probable G-protein coupled receptor CG31760,genome,1,-1,diploid_heat
LOC105342651,125.5867861,-1.676810174,0.567479073,0.000141495,0.002281701,characterized,transforming growth factor-beta-induced protein ig-h3,genome,1,-1,diploid_heat
LOC117689449,27.29322606,-1.674476159,0.401593929,1.74E-06,7.93E-05,characterized,RNA-dependent RNA polymerase 2-like isoform X1,genome,1,-1,diploid_heat
LOC105321808,16.46170977,-1.66686369,0.487072268,3.26E-05,0.000772479,characterized,b(0+)-type amino acid transporter 1-like,genome,1,-1,diploid_heat
LOC105320378,15.52315472,-1.661707604,0.570732698,0.000166632,0.002567001,characterized,coadhesin-like,genome,1,-1,diploid_heat
LOC105320756,16.73948432,-1.653664905,0.324687688,2.33E-08,2.15E-06,characterized,neurogenic locus notch homolog protein 3-like,genome,1,-1,diploid_heat
LOC117691005,91.58679229,-1.65072297,0.437278673,8.50E-06,0.000271013,characterized,myosin heavy chain skeletal muscle-like,genome,1,-1,diploid_heat
LOC117686608,12.07893006,-1.650214168,0.54277314,0.000116038,0.001982054,characterized,hemicentin-1-like,genome,1,-1,diploid_heat
LOC105321522,28.35253474,-1.646573699,0.590710314,0.000238881,0.003328,characterized,TLC domain-containing protein 2,genome,1,-1,diploid_heat
LOC105341525,43.70636977,-1.642614438,0.509504903,6.28E-05,0.001268984,characterized,neurogenic locus notch homolog protein 3-like isoform X1,genome,1,-1,diploid_heat
LOC105325948,24.23533411,-1.641644501,0.395328839,1.92E-06,8.56E-05,characterized,transient receptor potential cation channel subfamily M member-like 2,genome,1,-1,diploid_heat
LOC109618896,25.94489115,-1.63639758,0.491513896,4.45E-05,0.000987209,characterized,multiple epidermal growth factor-like domains protein 10 isoform X1,genome,1,-1,diploid_heat
LOC105326914,13.35589874,-1.636083176,0.425656665,7.24E-06,0.000241322,characterized,kielin/chordin-like protein,genome,1,-1,diploid_heat
LOC117689087,33.78461672,-1.635276421,0.492246005,4.52E-05,0.001002046,characterized,beta-lactamase-like,genome,1,-1,diploid_heat
LOC117692034,44.04408871,-1.633980537,0.753602264,0.00107913,0.009489855,characterized,flocculation protein FLO11-like,genome,1,-1,diploid_heat
LOC105344593,20.51453973,-1.633186516,0.542515999,0.000124453,0.002085873,characterized,aldose 1-epimerase-like,genome,1,-1,diploid_heat
LOC105337182,49.79813194,-1.624379199,0.497152923,5.43E-05,0.001146245,characterized,neuroglobin,genome,1,-1,diploid_heat
LOC105343975,21.76922306,-1.624175232,0.704491884,0.000819315,0.007872991,characterized,atrial natriuretic peptide receptor 2,genome,1,-1,diploid_heat
LOC105341283,29.13873003,-1.616973171,0.778800185,0.001319726,0.010961449,characterized,complement C1q tumor necrosis factor-related protein 6,genome,1,-1,diploid_heat
LOC105347775,9.524338555,-1.616608236,0.320665899,0.001496046,0.011944143,characterized,AP-4 complex accessory subunit Tepsin isoform X1,genome,1,-1,diploid_heat
LOC105319638,11.06601889,-1.615041473,0.61810361,0.000412044,0.00480347,characterized,oxalate:formate antiporter,genome,1,-1,diploid_heat
LOC105328111,55.43836481,-1.614885732,0.512793875,8.03E-05,0.001511833,characterized,atrial natriuretic peptide receptor 1,genome,1,-1,diploid_heat
LOC105338903,13.01646801,-1.606732048,0.704050678,0.000881595,0.008280502,characterized,sodium- and chloride-dependent glycine transporter 1,genome,1,-1,diploid_heat
LOC117692432,15.07455442,-1.604535679,0.73636352,0.001089945,0.009554086,characterized,proline-rich extensin-like protein EPR1,genome,1,-1,diploid_heat
LOC105318362,33.82202637,-1.599357675,0.504750261,7.77E-05,0.001481942,characterized,LOW QUALITY PROTEIN: mucin-19,genome,1,-1,diploid_heat
LOC105340188,77.37682516,-1.59664213,0.295079327,4.04E-09,4.45E-07,characterized,methylenetetrahydrofolate reductase,genome,1,-1,diploid_heat
LOC105318999,58.8160263,-1.588430165,0.379774864,1.68E-06,7.70E-05,characterized,WD repeat-containing protein 37 isoform X1,genome,1,-1,diploid_heat
LOC105337170,12.52366918,-1.587135515,0.579514554,0.000292075,0.003862317,characterized,BPTI/Kunitz domain-containing protein 5,genome,1,-1,diploid_heat
LOC105345219,62.41008979,-1.586727905,0.428197442,1.16E-05,0.000345422,characterized,acanthoscurrin-1,genome,1,-1,diploid_heat
LOC117681354,78.38443563,-1.586027567,0.427519849,1.13E-05,0.000340638,characterized,nose resistant to fluoxetine protein 6-like,genome,1,-1,diploid_heat
LOC105341286,19.62951857,-1.584953782,0.621149199,0.000470573,0.005270534,characterized,GATA zinc finger domain-containing protein 7 isoform X2,genome,1,-1,diploid_heat
LOC105347826,22.20283485,-1.583124948,0.80214381,0.001648135,0.012772024,characterized,low-density lipoprotein receptor-related protein 4,genome,1,-1,diploid_heat
LOC105320924,41.86765137,-1.57843235,0.49468233,7.21E-05,0.001403964,characterized,von Willebrand factor D and EGF domain-containing protein,genome,1,-1,diploid_heat
LOC117680557,53.34829431,-1.572336505,0.351088915,4.53E-07,2.59E-05,characterized,multiple epidermal growth factor-like domains protein 10 isoform X2,genome,1,-1,diploid_heat
LOC105347663,21.1004285,-1.56987719,0.525258073,0.000141301,0.002280525,characterized,peptidase M20 domain-containing protein 2,genome,1,-1,diploid_heat
LOC105326492,29.355006,-1.564161946,0.567281426,0.000269181,0.003620902,characterized,paired box protein Pax-7 isoform X2,genome,1,-1,diploid_heat
LOC105323514,19.89346841,-1.563417141,0.688572206,0.000920426,0.008529197,characterized,glycerophosphocholine cholinephosphodiesterase ENPP6,genome,1,-1,diploid_heat
LOC105338324,48.60146052,-1.557724223,0.269210499,4.83E-10,6.97E-08,characterized,mitochondrial dicarboxylate carrier,genome,1,-1,diploid_heat
LOC105325541,39.56488301,-1.555590038,0.34755807,4.74E-07,2.67E-05,characterized,major facilitator superfamily domain-containing protein 4A isoform X1,genome,1,-1,diploid_heat
LOC105346242,29.83327027,-1.550530716,0.314073395,5.18E-08,4.22E-06,characterized,protein FAN-like,genome,1,-1,diploid_heat
LOC105336096,38.32293598,-1.543776415,0.487011337,7.86E-05,0.00149389,characterized,nuclear receptor subfamily 2 group E member 1,genome,1,-1,diploid_heat
LOC117688158,13.05436283,-1.542780366,0.582077982,0.000380044,0.004567842,characterized,mothers against decapentaplegic homolog 3-like,genome,1,-1,diploid_heat
LOC105338918,43.07761962,-1.542541125,0.535662094,0.000191681,0.002840091,characterized,adhesion G protein-coupled receptor L3-like,genome,1,-1,diploid_heat
LOC105334919,64.66329213,-1.529619834,0.470933139,6.11E-05,0.001247733,characterized,fibrinogen C domain-containing protein 1 isoform X2,genome,1,-1,diploid_heat
LOC117691165,13.85559485,-1.524242654,0.649348292,0.000803688,0.007762632,characterized,phospholipase A1 VesT1.02-like,genome,1,-1,diploid_heat
LOC117693106,25.92714226,-1.521991947,0.741216971,0.001468702,0.011781049,characterized,acetylcholine receptor subunit delta-like,genome,1,-1,diploid_heat
LOC105320056,45.05951145,-1.516358057,0.486100182,9.35E-05,0.001684765,characterized,neurogenic locus notch homolog protein 2 isoform X2,genome,1,-1,diploid_heat
LOC105339854,23.78947906,-1.509738387,0.831807731,0.002268626,0.0161143,characterized,solute carrier family 22 member 4-like,genome,1,-1,diploid_heat
LOC105339397,23.80095426,-1.504957511,0.498636768,0.000132328,0.002175052,characterized,lysophospholipid acyltransferase 7,genome,1,-1,diploid_heat
LOC105318608,13.39496812,-1.503511651,0.518773695,0.000195755,0.002883686,characterized,mucin-3A,genome,1,-1,diploid_heat
LOC105337812,93.55596363,-1.501328736,0.3684544,2.76E-06,0.000112644,characterized,transcription factor collier isoform X1,genome,1,-1,diploid_heat
LOC105330317,47.77720589,-1.500878529,0.615312325,0.000641844,0.006600922,characterized,A disintegrin and metalloproteinase with thrombospondin motifs 18 isoform X1,genome,1,-1,diploid_heat
LOC105332084,60.68750941,-1.496990472,0.63048196,0.000744982,0.007339364,characterized,transforming growth factor-beta-induced protein ig-h3,genome,1,-1,diploid_heat
LOC109617062,48.71564376,-1.491786692,0.449286467,4.88E-05,0.001060198,characterized,kielin/chordin-like protein,genome,1,-1,diploid_heat
LOC105346626,18.67519534,-1.488073057,0.429630429,3.17E-05,0.000758203,characterized,atrial natriuretic peptide receptor 1,genome,1,-1,diploid_heat
LOC105328939,59.05694738,-1.487027346,0.420233451,2.28E-05,0.000590587,characterized,QRFP-like peptide receptor,genome,1,-1,diploid_heat
LOC105339352,18.3429466,-1.486937506,0.525914241,0.000238803,0.003328,characterized,zinc finger protein ZIC 4,genome,1,-1,diploid_heat
LOC105341711,13.9603993,-1.481723448,0.586221592,0.000536838,0.005807891,characterized,opsin-VA,genome,1,-1,diploid_heat
LOC105337504,53.2105752,-1.481712769,0.464435634,7.62E-05,0.001459128,characterized,PR domain zinc finger protein 14 isoform X2,genome,1,-1,diploid_heat
LOC105321749,1601.37662,-1.480753574,0.369876842,3.42E-06,0.000133866,characterized,platelet glycoprotein Ib alpha chain isoform X14,genome,1,-1,diploid_heat
LOC105327006,50.768384,-1.479436147,0.427070034,3.02E-05,0.000731753,characterized,transient receptor potential cation channel subfamily M member-like 2,genome,1,-1,diploid_heat
LOC117690533,21.47237397,-1.478298773,0.530072976,0.000259866,0.003533654,characterized,serine/threonine-protein kinase TAO3-like,genome,1,-1,diploid_heat
LOC105327947,146.6895984,-1.47792445,0.393106137,9.82E-06,0.000305277,characterized,ABC transporter G family member 14 isoform X1,genome,1,-1,diploid_heat
LOC105348748,31.71367563,-1.476123003,0.492153742,0.000141059,0.002280525,characterized,alpha-amylase,genome,1,-1,diploid_heat
LOC117689844,20.27265113,-1.474303917,0.659227232,0.001043264,0.00928678,characterized,microfibril-associated glycoprotein 4-like,genome,1,-1,diploid_heat
LOC105341136,32.1256866,-1.466615968,0.5463196,0.000351039,0.004336033,characterized,integrin beta-like protein A isoform X1,genome,1,-1,diploid_heat
LOC105327401,31.93929262,-1.46306342,0.577079403,0.00052188,0.005685728,characterized,collagen alpha-1(XII) chain isoform X2,genome,1,-1,diploid_heat
LOC105323459,59.01130797,-1.462628075,0.505323662,0.000193314,0.002856714,characterized,kin of IRRE-like protein 2 isoform X1,genome,1,-1,diploid_heat
LOC117692736,16.92356946,-1.458981225,0.551128995,0.000400486,0.004713765,characterized,cell wall protein DAN4-like,genome,1,-1,diploid_heat
LOC105336545,9.144097798,-1.458927263,0.473057902,0.000117553,0.002000644,characterized,steroid 17-alpha-hydroxylase/1720 lyase-like isoform X2,genome,1,-1,diploid_heat
LOC105321325,36.90150502,-1.457086048,0.636993041,0.000942388,0.008664606,characterized,neurogenic locus notch homolog protein 2,genome,1,-1,diploid_heat
LOC105329390,53.98831829,-1.453401674,0.372994777,5.96E-06,0.000207752,characterized,asparagine synthetase [glutamine-hydrolyzing],genome,1,-1,diploid_heat
LOC105332896,9.426683663,-1.452110699,0.54306966,0.000391211,0.00464102,characterized,C-type lectin domain family 12 member B-like,genome,1,-1,diploid_heat
LOC105334015,20.73070372,-1.451167287,0.438965882,5.40E-05,0.001143167,characterized,sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1,genome,1,-1,diploid_heat
LOC105322986,29.80979122,-1.446543624,0.613873294,0.000815329,0.007846756,characterized,spidroin-1-like,genome,1,-1,diploid_heat
LOC105339066,20.39805056,-1.44601591,0.482519089,0.000145334,0.002327575,characterized,xaa-Pro aminopeptidase 2 isoform X1,genome,1,-1,diploid_heat
LOC117687267,15.30506365,-1.442235183,0.376441092,8.08E-06,0.000260171,characterized,LOW QUALITY PROTEIN: mucin-17-like,genome,1,-1,diploid_heat
LOC105324612,25.05092537,-1.441235532,0.395815598,1.64E-05,0.000459656,characterized,solute carrier family 28 member 3 isoform X1,genome,1,-1,diploid_heat
LOC105333868,23.56928938,-1.439918688,0.995622632,0.003931765,0.023529138,characterized,carbonic anhydrase 14-like isoform X3,genome,1,-1,diploid_heat
LOC105348171,13.3794008,-1.438527227,0.607558447,0.000818702,0.007871132,characterized,receptor-type tyrosine-protein phosphatase epsilon-like,genome,1,-1,diploid_heat
LOC105343963,23.21556602,-1.438097167,0.398718235,1.90E-05,0.000511476,characterized,ceramide synthase,genome,1,-1,diploid_heat
LOC105336322,13.90339563,-1.434813905,0.575243748,0.000602772,0.006309098,characterized,ferritin lower subunit,genome,1,-1,diploid_heat
LOC105336363,50.46966344,-1.434518694,0.484691861,0.000162919,0.002529099,characterized,relaxin receptor 2,genome,1,-1,diploid_heat
LOC105340701,18.36579989,-1.429996741,0.603766254,0.000817528,0.007863878,characterized,visual system homeobox 2,genome,1,-1,diploid_heat
LOC105324572,18.030529,-1.429457327,0.393295215,1.73E-05,0.000476169,characterized,protein eyes shut homolog,genome,1,-1,diploid_heat
LOC105328196,56.44780391,-1.424169602,0.443963256,7.48E-05,0.001441611,characterized,atrial natriuretic peptide receptor 1-like isoform X2,genome,1,-1,diploid_heat
LOC105342882,28.27731049,-1.42182596,0.382764295,1.24E-05,0.000366031,characterized,zinc metalloproteinase nas-36 isoform X2,genome,1,-1,diploid_heat
LOC105323998,37.42538752,-1.421816941,0.614595774,0.000913024,0.008490439,characterized,neurogenic locus notch homolog protein 1,genome,1,-1,diploid_heat
LOC105343978,300.6281651,-1.419013669,0.421830373,4.28E-05,0.000958052,characterized,dopamine beta-hydroxylase isoform X2,genome,1,-1,diploid_heat
LOC105328225,13.00569929,-1.417087689,0.454378725,0.000106695,0.001854589,characterized,isobutyryl-CoA dehydrogenase mitochondrial,genome,1,-1,diploid_heat
LOC105335811,61.86265457,-1.411743954,0.336889807,1.80E-06,8.09E-05,characterized,potassium voltage-gated channel protein Shaw,genome,1,-1,diploid_heat
LOC105338848,74.48743571,-1.41125281,0.518653919,0.000329983,0.004180671,characterized,multiple epidermal growth factor-like domains protein 10 isoform X2,genome,1,-1,diploid_heat
LOC105335714,540.0950204,-1.40912156,0.420511974,4.58E-05,0.001011343,characterized,lectin BRA-3 isoform X4,genome,1,-1,diploid_heat
LOC105341789,18.87605526,-1.409010801,0.667463138,0.001458422,0.01174384,characterized,A disintegrin and metalloproteinase with thrombospondin motifs 6,genome,1,-1,diploid_heat
LOC105341356,15.1129775,-1.406835987,0.470358756,0.00015684,0.002463282,characterized,LIM homeobox transcription factor 1-beta.1,genome,1,-1,diploid_heat
LOC105339725,78.89793897,-1.40679844,0.559667797,0.000569494,0.006070054,characterized,fibrillin-2 isoform X2,genome,1,-1,diploid_heat
LOC105325856,42.03014415,-1.405586433,0.419449835,4.74E-05,0.001037258,characterized,7-dehydrocholesterol reductase,genome,1,-1,diploid_heat
LOC105342630,14.98310202,-1.403487126,0.5529953,0.000553311,0.005941412,characterized,toll-like receptor 4,genome,1,-1,diploid_heat
LOC117686779,13.00226528,-1.402812054,0.404822283,3.38E-05,0.000792935,characterized,chloride transport protein 6-like,genome,1,-1,diploid_heat
LOC105349016,16.24764814,-1.397965726,0.683921201,0.001678476,0.012948245,characterized,heat shock 70 kDa protein 12A isoform X2,genome,1,-1,diploid_heat
LOC117686727,27.8751454,-1.396855831,0.97404491,0.004104585,0.024261195,characterized,short-chain collagen C4-like,genome,1,-1,diploid_heat
LOC105333497,39.25876315,-1.395269818,0.361909613,7.33E-06,0.000243622,characterized,sucrase-isomaltase intestinal,genome,1,-1,diploid_heat
LOC105324386,25.04958862,-1.390724129,0.627734999,0.00117209,0.010093116,characterized,queuosine salvage protein,genome,1,-1,diploid_heat
LOC105348836,16.65627756,-1.38899542,0.69226998,0.001804101,0.013647659,characterized,fibropellin-3,genome,1,-1,diploid_heat
LOC105348741,75.64646243,-1.388455162,0.506759657,0.000316908,0.004064485,characterized,transmembrane protein 272,genome,1,-1,diploid_heat
LOC105331993,15.23918298,-1.388112062,0.681191775,0.00170835,0.01311391,characterized,placenta-specific gene 8 protein,genome,1,-1,diploid_heat
LOC105323620,22.74341251,-1.387329438,0.765762552,0.002497426,0.017223693,characterized,acid-sensing ion channel 1,genome,1,-1,diploid_heat
LOC105320937,28.34410249,-1.387011396,0.342893093,3.42E-06,0.000133866,characterized,aromatic-L-amino-acid decarboxylase,genome,1,-1,diploid_heat
LOC105327910,90.76854021,-1.386403389,0.428765144,7.03E-05,0.001374284,characterized,cadherin EGF LAG seven-pass G-type receptor 2,genome,1,-1,diploid_heat
