"gene" "baseMean" "log2FoldChange" "lfcSE" "svalue" "description" "feature"
"LOC105343637" 194.568115914815 2.51397804177015 0.684135166602288 0.000484585831877888 "complement C1q tumor necrosis factor-related protein 2" "genome"
"LOC105343641" 21.9700486913545 2.38165688090629 0.763218601828997 0.00210640440417797 "adiponectin" "genome"
"LOC105337016" 225.348720451474 2.3721146826371 0.239433468420085 3.71879831649536e-15 "cyclic AMP-dependent transcription factor ATF-3" "genome"
"LOC105327678" 313.128135117378 2.37131608289018 0.219811594896406 2.30361970693276e-17 "uncharacterized protein LOC105327678" "genome"
"LOC117684408" 20.2561688500907 2.35008591047849 0.247218404342212 3.41626545853411e-14 "F-box only protein 4-like" "genome"
"LOC105329537" 16.0513542987842 2.34970976534578 0.494677171947538 1.39438125499228e-05 "putative mediator of RNA polymerase II transcription subunit 26 isoform X1" "genome"
"LOC105333443" 20.0207660113834 2.31243234956147 0.526088027738507 6.00746867833252e-05 "uncharacterized protein LOC105333443" "genome"
"LOC105342525" 245.742282655012 2.27153130807454 0.266905405471366 1.7343420031897e-11 "uncharacterized protein LOC105342525" "genome"
"LOC105327000" 14.5907148894845 2.25272476286189 0.577846584138342 0.000348646570616176 "glutathione-specific gamma-glutamylcyclotransferase 1-like" "genome"
"LOC105342035" 4779.14674713371 2.22779025739014 0.19892190630052 8.91095412354016e-18 "uncharacterized protein LOC105342035" "genome"
"LOC105329133" 35.3016901082946 2.2202461479696 0.286803879093809 2.25860898783791e-10 "uncharacterized protein LOC105329133" "genome"
"LOC105347604" 55.4021301919185 2.21528397466258 0.302103180901855 3.10944707472086e-09 "uncharacterized protein LOC105347604" "genome"
"LOC105323139" 3025.86047278123 2.18830695327053 0.229066047133779 1.23321249659589e-13 "uncharacterized protein LOC105323139" "genome"
"LOC117681464" 32.571156394547 2.17346161784018 0.17587572652278 9.38794202632246e-21 "electroneutral sodium bicarbonate exchanger 1-like isoform X1" "genome"
"LOC105342186" 1360.24526990526 2.17193095695784 0.210497726264466 1.46757657656624e-15 "apolipophorins-like" "genome"
"LOC105338188" 46.1983337060512 2.11826420981967 0.252237706436604 6.14484021839023e-11 "uncharacterized protein LOC105338188" "genome"
"LOC105335268" 10.3026848605894 2.09863481510118 0.299533907179994 1.77169472266813e-08 "EGF-like domain-containing protein 2 isoform X1" "genome"
"LOC117687807" 174.666372791841 2.09529655222342 0.140791540690167 5.41959864329026e-28 "uncharacterized protein LOC117687807" "genome"
"LOC105321376" 65.7467721482117 2.01646807001371 0.582316144519135 0.0016615306277245 "uncharacterized protein LOC105321376" "genome"
"LOC105332206" 79.8960148506915 2.01569340004414 0.369594217604098 5.73711815199157e-06 "uncharacterized protein LOC105332206" "genome"
"LOC105340069" 39.9359488942774 2.01322425108987 0.358667209202199 3.78930900342188e-06 "circumsporozoite protein" "genome"
"LOC117693157" 97.9170747803681 1.99892976996774 0.496584481804398 0.000414314148827181 "uncharacterized protein LOC117693157" "genome"
"LOC105344998" 160.548036307774 1.99398519233058 0.489963282550179 0.00039124072303125 "uncharacterized protein LOC105344998 isoform X2" "genome"
"LOC105345989" 3160.89455368937 1.9776569901942 0.211497956373514 2.37770589992183e-12 "heat shock protein 83-like" "genome"
"LOC117680291" 3586.07193259183 1.97306547019145 0.205271936349031 4.13662870149425e-13 "heat shock protein 83-like" "genome"
"LOC105328578" 9.28462747257211 1.96783512568673 0.447304193980281 0.000169082227334891 "uncharacterized protein LOC105328578" "genome"
"LOCNA.13" 1905.34934703421 1.95974821563126 0.164570067369447 3.92127211976273e-18 NA NA
"LOC117693159" 152.983903979674 1.95907062498874 0.489619790810943 0.000496980378185187 "uncharacterized protein LOC117693159 isoform X2" "genome"
"LOC105327994" 215.914282637163 1.95895101589392 0.209071028270522 4.68996999870662e-12 "uncharacterized protein LOC105327994" "genome"
"LOC105318474" 38.205334312279 1.95883011158153 0.347683649902386 4.20179909324227e-06 "uncharacterized protein LOC105318474" "genome"
"LOC105323849" 103.442378731326 1.93435334935511 0.555319580954856 0.00176210746870482 "uncharacterized protein LOC105323849" "genome"
"LOC117682713" 92.6169640510374 1.91873816308447 0.496916890716607 0.000625274380049426 "uncharacterized protein LOC117682713" "genome"
"LOC117682356" 47.2311045313781 1.9156864569723 0.468140022326705 0.000437229103139496 "ryncolin-4-like" "genome"
"LOC105321218" 62.1491647336435 1.91393783321517 0.292136414462105 1.54041523845794e-07 "F-box/LRR-repeat protein 6-like" "genome"
"LOC105327001" 13.2284788004941 1.91302535980987 0.627362671999514 0.00402249660334906 "glutathione-specific gamma-glutamylcyclotransferase 2" "genome"
"LOC105333462" 189.768557273142 1.91237151678109 0.124090242282933 1.13250423135598e-27 "nacrein-like protein" "genome"
"LOC105341345" 79.3236437808868 1.90824264523503 0.250418727960744 4.33486997915387e-09 "sodium-dependent phosphate transport protein 2B isoform X1" "genome"
"LOC105330649" 123.714875144686 1.9078573115686 0.305348289685192 5.20839605908432e-07 "galaxin-like" "genome"
"LOC105347606" 51.7587352509712 1.90674268406607 0.321712485803728 2.22163949623037e-06 "uncharacterized protein LOC105347606" "genome"
"LOC117681741" 222.921481442008 1.90600474153265 0.482335781760607 0.000576196734519281 "uncharacterized protein LOC117681741" "genome"
"LOC105322229" 38.4891296807491 1.89295113693785 0.432212094292197 0.000185159899122842 "uncharacterized protein LOC105322229" "genome"
"LOC105342336" 23.4019225015862 1.89272313194212 0.545612636233885 0.00192581282336936 "uncharacterized protein LOC105342336" "genome"
"LOC105332044" 35.8041371177728 1.88702838043616 0.311372149448062 1.58822625717846e-06 "uncharacterized protein LOC105332044 isoform X1" "genome"
"LOC117687051" 34.9715159661435 1.8388465218855 0.56877109339165 0.00307225339418672 "uncharacterized protein LOC117687051 isoform X2" "genome"
"LOC105340370" 1185.40227865942 1.83575436261756 0.197193772876166 1.39779044642222e-11 "78 kDa glucose-regulated protein precursor" "genome"
"LOC105341070" 540.945227554329 1.8127670260269 0.191481486304274 1.09821883051843e-11 "DNA topoisomerase I, mitochondrial isoform X1" "genome"
"LOC105345604" 11.9858338298947 1.76229047515666 0.380563916107087 0.000162722988111115 "peptidyl-prolyl cis-trans isomerase B" "genome"
"LOC105337015" 185.644842229618 1.73783952116099 0.27311796810735 1.41641129297387e-06 "activating transcription factor 3" "genome"
"LOC105328140" 251.394561836782 1.72557441650215 0.360144766435441 9.52433708016775e-05 "uncharacterized protein LOC105328140" "genome"
"LOC105326557" 30.1758791986596 1.71654504156694 0.519949982103733 0.0033639417658803 "myosin-9-like" "genome"
"LOC105341671" 174.258558208626 1.71514420851415 0.251924992829826 3.3572340255169e-07 "uncharacterized protein LOC105341671 isoform X2" "genome"
"LOC105324156" 20.3994552729308 1.70070326477281 0.472836202084328 0.00204556674240271 "calcitonin gene-related peptide type 1 receptor" "genome"
"LOC117689060" 27.9164796837474 1.70056063342845 0.50192575821172 0.00295286111729343 "myosin-11-like" "genome"
"LOC105342083" 53.5882084299949 1.68458338022836 0.208477821952487 5.58050336844802e-09 "spindle pole body component 110 isoform X1" "genome"
"LOC105343651" 122.73310672729 1.67002857441984 0.490493007208369 0.00303182565091999 "multimerin-2" "genome"
"LOC117690142" 38.6414093120936 1.66868518625555 0.437839121524359 0.00158919533649272 "uncharacterized protein LOC117690142" "genome"
"LOC105345330" 192.913928043408 1.65832503224641 0.456868402009462 0.00213706718561748 "inner centromere protein" "genome"
"LOC105340010" 8.84128246045489 1.64125607756524 0.359382627435061 0.000266081847627728 "uncharacterized protein LOC105340010" "genome"
"LOC105341977" 64.2426212813508 1.6327050100144 0.252086675898437 1.77778410759645e-06 "marginal zone B- and B1-cell-specific protein" "genome"
"LOC109620197" 18.9283606937996 1.62519874265354 0.4809519853894 0.0035350645716827 "uncharacterized protein LOC109620197" "genome"
"LOC105324676" 71.3797697511022 1.61259911503535 0.219452962750841 1.12391954764538e-07 "uncharacterized protein LOC105324676 isoform X3" "genome"
"LOC105335286" 9.46835934709204 1.60330861831138 0.360549381305653 0.000460739664143432 "EGF-like domain-containing protein 2" "genome"
"LOC105332009" 111.707940476997 1.60022848740457 0.464986319080245 0.00332186034714313 "LOW QUALITY PROTEIN: lysozyme" "genome"
"LOC105329610" 113.605798047714 1.59315081969495 0.289213895278358 2.39040422387041e-05 "FMRFamide receptor" "genome"
"LOC105317394" 13.228922184687 1.59056727330388 0.428792204857846 0.00216791875167825 "cell division cycle-associated protein 3 isoform X1" "genome"
"LOC105317353" 10.8880927055412 1.58181520826406 0.395924662815071 0.00133182434891221 "armadillo repeat-containing protein 1" "genome"
"LOC105334421" 21.520874321236 1.55087915584575 0.37972997928946 0.00115284697695338 "PCNA-associated factor" "genome"
"LOC105339313" 329.652046257602 1.53311679169609 0.174443907770053 1.80812172158494e-09 "LOW QUALITY PROTEIN: telomerase protein component 1" "genome"
"LOC105345814" 1011.17143150054 1.52072681973114 0.213541073922824 4.18489108681518e-07 "CCAAT/enhancer-binding protein beta" "genome"
"LOC105328917" 444.719067719243 1.50452866196182 0.192858197784357 6.83079991855724e-08 "serine/threonine-protein kinase RIO3 isoform X2" "genome"
"LOC105345528" 10.7929733099111 1.50427839803953 0.314821393487738 0.000295950899148526 "uncharacterized protein LOC105345528" "genome"
"LOC105322558" 14.8098288416525 1.50364603083741 0.342374700101582 0.000642738150639932 "uncharacterized protein LOC105322558" "genome"
"LOC105334158" 64.7499988802522 -1.55160530939114 0.374396214733476 0.00102740960313772 "nacrein-like protein" "genome"
"LOC105344468" 24.6363155441166 -1.5607350866372 0.337374683629311 0.000327084152853273 "uncharacterized protein LOC105344468" "genome"
"LOC105347762" 128.072133170011 -1.56293688337179 0.230099158217638 9.87325870865096e-07 "kelch-like protein 10" "genome"
"LOC105333234" 343.377271765115 -1.56487800587964 0.370558772945326 0.000771266376234646 "fibroleukin isoform X1" "genome"
"LOC117686803" 41.9583857468314 -1.56511690175146 0.479693507651925 0.00476533493775687 "C1q-related factor-like" "genome"
"LOC105341922" 59.4966104319977 -1.58627720781997 0.336518434616858 0.000227364607557998 "short-chain collagen C4" "genome"
"LOC117681833" 126.485043359702 -1.5878496375616 0.322710752638621 0.00015014054807285 "lectin BRA-3-like" "genome"
"LOC105320984" 57.4170179341058 -1.59388104758589 0.37964422364483 0.000697209175210756 "collagen alpha-2(VIII) chain isoform X1" "genome"
"LOC105322925" 259.584908948954 -1.59733239830205 0.274252281772818 8.02324980565121e-06 "uncharacterized protein LOC105322925" "genome"
"LOC117685944" 40.8216418134085 -1.59818033523032 0.402307335264903 0.00128720697300393 "uncharacterized protein LOC117685944" "genome"
"LOC105319697" 94.2530461844312 -1.6071337737913 0.184895462118531 1.23972992448195e-09 "sodium/calcium exchanger 3 isoform X3" "genome"
"LOC105329555" 44.7226450151823 -1.60907697235982 0.327008255523276 0.000119132961551155 "uncharacterized protein LOC105329555 isoform X2" "genome"
"LOC105327045" 64.9292763903124 -1.61125467216906 0.410671353876653 0.00137815679901243 "microfibril-associated glycoprotein 4-like isoform X2" "genome"
"LOC105334618" 18.3738150111104 -1.61919405666796 0.423782817912007 0.00173625902560984 "uncharacterized protein LOC105334618" "genome"
"LOC117680587" 4326.52937482624 -1.63085244606527 0.512259522549356 0.00481757259421158 "fucolectin-like" "genome"
"LOC105342747" 111.818243889974 -1.64908835214861 0.37696136776458 0.000472662259066374 "ryncolin-1" "genome"
"LOC117692236" 67.0183011330467 -1.65403262180158 0.442483272948576 0.00181527593215649 "toll-like receptor 4" "genome"
"LOC117692687" 13.5046795999897 -1.65787137526726 0.417171923884873 0.00108831494116665 "salivary glue protein Sgs-3-like" "genome"
"LOC117687839" 10.0988945929733 -1.66408209183646 0.411175005369303 0.000847879890402285 "uncharacterized protein LOC117687839" "genome"
"LOC109617959" 68.1012366002096 -1.66679691607278 0.362658334812471 0.000218345152025572 "uncharacterized protein LOC109617959" "genome"
"LOC117692040" 30.8501325372632 -1.67456464172081 0.527443770049736 0.00456035246282847 "uncharacterized protein LOC117692040" "genome"
"LOC105344085" 2747.83553573055 -1.68609148446075 0.203652089895606 2.4524856865527e-09 "nucleolin isoform X1" "genome"
"LOC117689844" 103.089297026637 -1.68954180701904 0.364990764125164 0.000177181349605649 "microfibril-associated glycoprotein 4-like" "genome"
"LOC117689258" 13.7559128780861 -1.68989552707093 0.378669138473668 0.00030599460686396 "uncharacterized protein LOC117689258" "genome"
"LOC105328884" 225.60283404361 -1.69381885087084 0.311225217408582 1.57099432124144e-05 "uncharacterized protein LOC105328884" "genome"
"LOC105334533" 190.77423315004 -1.70434210700216 0.288159651471614 5.18009197851072e-06 "uncharacterized protein LOC105334533 isoform X2" "genome"
"LOC117692998" 20.4571537374231 -1.71601292203298 0.393021806643308 0.000380623392906716 "uncharacterized protein LOC117692998" "genome"
"LOC105345603" 172.700901403693 -1.72889681979118 0.185325410103389 2.62053045914482e-11 "peptidyl-prolyl cis-trans isomerase B isoform X2" "genome"
"LOC105329127" 462.780262011695 -1.732389148324 0.437644613239343 0.000866940774649225 "complement C1q tumor necrosis factor-related protein 3-like" "genome"
"LOC117691511" 49.4455742408445 -1.73593898284879 0.34642651047405 5.22432445613156e-05 "ryncolin-4-like" "genome"
"LOC105346570" 52.2465755089813 -1.74090323061226 0.512073279288679 0.00272782344264555 "O-acyltransferase like protein" "genome"
"LOC109620821" 7.6689399058451 -1.74676390482866 0.368345976590369 0.000106821869010347 "uncharacterized protein LOC109620821" "genome"
"LOC105329085" 615.983591677246 -1.752082070878 0.2064591840953 4.08354992379351e-10 "high mobility group-T protein" "genome"
"LOC117690074" 68.2791236515636 -1.75882510740183 0.403686396745868 0.000316294710610813 "uncharacterized protein LOC117690074 isoform X1" "genome"
"LOC105324728" 81.3088115247257 -1.7651683078548 0.526681995398428 0.00283835909492672 "cytochrome P450 2D20" "genome"
"LOC117688633" 78.9044416240016 -1.7757170438452 0.558456990597534 0.00384308413180139 "flocculation protein FLO11-like" "genome"
"LOC105334430" 20.0737672062466 -1.8315821327162 0.423274406305445 0.000246563775743451 "uncharacterized protein LOC105334430" "genome"
"LOC117690533" 50.0486245181626 -1.8378930789007 0.462350758865719 0.000607661565322621 "serine/threonine-protein kinase TAO3-like" "genome"
"LOC105318706" 74.4518814959489 -1.84149156636864 0.39161781648384 7.89238401902071e-05 "basic salivary proline-rich protein 1 isoform X1" "genome"
"LOC105318074" 364.272337643501 -1.87091826498037 0.401047751715497 8.39932288713917e-05 "perlucin-like protein" "genome"
"LOC117684773" 95.9956979150212 -1.89962983796388 0.365340540214561 1.21743568927832e-05 "probable endochitinase" "genome"
"LOC105330102" 19.3617851482432 -1.90095961882727 0.456028003400976 0.000359269616349667 "cytochrome P450 4F12" "genome"
"LOC117684651" 155.135167153248 -1.93414549185158 0.148812372123106 0 "uncharacterized protein LOC117684651" "genome"
"LOC105329128" 339.564824199266 -1.96262518674639 0.524384461144621 0.000809550381077528 "complement C1q tumor necrosis factor-related protein 3" "genome"
"LOC117690402" 13.7276740066783 -1.9644779971497 0.441171418603211 0.000125296747702723 "putative nuclease HARBI1" "genome"
"LOC117681070" 15.5407295922994 -2.06643390755026 0.439305734759068 4.50285867748675e-05 "uncharacterized protein LOC117681070" "genome"
"LOC117688118" 706.611997874907 -2.10217680751087 0.487740513989562 0.000143896551792955 "heavy metal-binding protein HIP-like isoform X2" "genome"
"LOC105336968" 42.785544476774 -2.10769730970245 0.574389452954901 0.000734192094158127 "uncharacterized protein LOC105336968" "genome"
"LOC109619834" 22.8047719550634 -2.22868439603358 0.673081800060854 0.00171114911677076 "uncharacterized protein LOC109619834" "genome"
"LOC117683038" 21.0630377951227 -2.25229413840855 0.389161975661573 8.50734405717536e-07 "uncharacterized protein LOC117683038" "genome"
"LOC109617043" 15.8374214922527 -2.29304149142333 0.54985612487171 0.00015631841724869 "heavy metal-binding protein HIP-like isoform X1" "genome"
"LOC117688064" 713.070095197814 -2.32026101576484 0.502409790130196 3.33588225335983e-05 "cerebellin-3-like isoform X1" "genome"
"LOC117684652" 144.201849566452 -2.40348119971185 0.128731533224797 0 "uncharacterized protein LOC117684652" "genome"
"LOC105338263" 638.527209603327 -2.56052670929814 0.124007912764472 0 "1-phosphatidylinositol 3-phosphate 5-kinase isoform X1" "genome"
"LOC117687908" 43.2239576545189 -3.22197378661683 0.513283329355756 8.20121129192852e-09 "perlucin-like protein" "genome"
"LOC105342962" 12.1675377169718 -5.12092711216176 0.464242764594244 0 "perlucin-like protein" "genome"
